A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
0.0,#,0.0,0.0,#,#,#,0.0,0.0,#,#,1.0,0.004448876029028592,506.18211775283197,432.62876567033175,6.598162961656008e-10,1,16.140336638918658,4993,3408,0.45454545454545453,0.0004417018797509967,19,49
1.0,#,0.0,#,1.0,0.0,#,#,0.0,1.0,0.0,1.0,0.09994063167262095,800.0,160.0,9.5367431640625e-08,1,26.117312,4910,3410,0.6363636363636364,0.0007147351423034591,10,15
0.0,0.0,0.0,0.0,#,#,#,#,#,#,#,1.0,0.2701894994439422,0.0,0.0,1.0,2,19.75602154278767,4993,3413,0.36363636363636365,0.001081299857254418,26,101
1.0,0.0,#,#,1.0,#,#,0.0,0.0,1.0,#,0.0,0.13970914893348071,1000.0,0.0,1.0,2,23.312178974436623,4738,3414,0.5454545454545454,0.0012759378573643158,22,27
1.0,0.0,1.0,1.0,#,#,0.0,0.0,1.0,#,1.0,0.0,0.12811417478134357,0.0,0.0,1.0,1,14.0,4671,3415,0.7272727272727273,0.00038312870758860744,2,4
1.0,0.0,1.0,#,1.0,1.0,#,1.0,0.0,0.0,1.0,0.0,0.06986429895638044,1000.0,0.0,1.0,1,23.666666666666668,3598,3420,0.8181818181818182,0.0006476699580664555,3,3
0.0,1.0,0.0,#,0.0,1.0,#,#,0.0,0.0,#,1.0,0.21211844554963152,1000.0,0.0,1.0,1,18.13088,4493,3423,0.6363636363636364,0.0004961757587031522,9,12
1.0,0.0,#,#,0.0,#,0.0,#,#,#,0.0,0.0,0.023665656132774347,888.9180802981036,206.43263892682702,2.6675230327090325e-08,1,15.412120063661268,4900,3428,0.45454545454545453,0.0004217732600850706,24,48
0.0,0.0,0.0,#,1.0,1.0,1.0,#,1.0,0.0,#,1.0,0.08612104070250168,1000.0,0.0,1.0,1,15.0,4899,3432,0.7272727272727273,0.00041049504384493656,3,6
0.0,0.0,0.0,0.0,#,#,#,#,1.0,#,#,1.0,0.16578979481130005,0.0,0.0,1.0,1,20.6467832832,4983,3441,0.45454545454545453,0.0005650268139396059,14,47
0.0,1.0,#,0.0,#,#,0.0,1.0,#,#,#,0.0,0.0035528639322255904,774.0339333984421,236.73007865132485,1.3450325301149497e-08,1,17.29132011248055,4968,3444,0.45454545454545453,0.009057396219493549,37,50
#,1.0,1.0,#,0.0,#,0.0,#,#,1.0,#,0.0,0.03652866936840308,652.5440000000001,323.84,2.8076795958954374e-09,3,15.588190438978799,4982,3444,0.45454545454545453,0.0012797749835423645,34,51
1.0,0.0,#,1.0,0.0,1.0,1.0,0.0,0.0,#,#,1.0,0.09295366393195033,0.0,0.0,1.0,1,21.0,3883,3450,0.7272727272727273,0.0005746930613829112,2,5
1.0,0.0,#,1.0,0.0,1.0,1.0,0.0,#,#,#,1.0,0.164755488733786,250.0,187.5,4.315127572016461e-08,1,15.5,4368,3450,0.6363636363636364,0.0004241782119731011,4,11
0.0,0.0,#,#,#,#,0.0,1.0,#,0.0,1.0,1.0,0.01684782759109203,643.9949312,402.36436138666664,9.482054889864636e-10,1,20.448219136,4951,3456,0.5454545454545454,0.0005595928407188793,14,24
#,1.0,#,#,0.0,#,0.0,0.0,#,0.0,0.0,1.0,0.030891274869742132,364.80000000000007,361.38666666666677,1.6223306518814193e-09,1,20.0672,4931,3470,0.5454545454545454,0.0005491657429230074,8,25
#,1.0,0.0,1.0,#,0.0,#,#,#,0.0,#,0.0,0.32311278664854476,1000.0,0.0,1.0,1,11.829203628278774,4737,3472,0.45454545454545453,0.0003237219641360652,30,44
0.0,#,0.0,1.0,#,#,#,#,1.0,0.0,0.0,1.0,0.002122270730872631,944.9707315200001,142.4497486506666,1.7048711577756566e-07,1,16.04170207232,4899,3480,0.5454545454545454,0.0004390026130349605,15,23
#,#,#,0.0,0.0,#,#,0.0,#,0.0,1.0,0.0,0.004184321305709743,831.4881967042697,191.6512981811599,3.8675966303264004e-08,1,14.588521798930604,4765,3482,0.45454545454545453,0.006488436425494045,24,51
0.0,1.0,1.0,#,1.0,0.0,1.0,#,#,#,#,0.0,0.14778203899992381,0.0,0.0,1.0,2,15.2,4904,3483,0.5454545454545454,0.0008319366221924047,5,17
#,0.0,0.0,0.0,0.0,#,#,#,1.0,#,0.0,1.0,0.009068187754951672,600.0,336.66666666666663,2.3120616208844006e-09,1,26.2,4812,3484,0.5454545454545454,0.0007169980099158224,5,16
0.0,#,0.0,0.0,#,#,1.0,1.0,#,#,#,1.0,0.003946131426524667,370.65782722560004,412.0771174946134,8.416034462136063e-10,1,25.7028917649408,4987,3484,0.45454545454545453,0.0007033939787994022,17,49
0.0,1.0,0.0,0.0,#,1.0,#,#,#,#,#,0.0,0.24374663211325576,0.0,0.0,1.0,1,15.924300800000001,4968,3485,0.45454545454545453,0.00043578977033973055,11,45
0.0,1.0,0.0,#,#,1.0,1.0,#,#,0.0,1.0,0.0,0.13155768398747908,0.0,0.0,1.0,2,14.25,4433,3485,0.6363636363636364,0.0007799405833053794,4,13
0.0,#,1.0,1.0,1.0,#,#,1.0,#,1.0,#,0.0,0.01707777033736635,422.14400000000006,369.71520000000004,1.4476496515665272e-09,1,19.003648000000002,4929,3496,0.5454545454545454,0.0005200602212649161,10,23
#,0.0,#,#,#,#,0.0,1.0,1.0,#,1.0,0.0,0.0055757686588608505,440.41543679999995,427.07580245333327,7.038419893281774e-10,1,20.8754440192,4978,3497,0.45454545454545453,0.0005712844205296015,14,41
#,#,#,1.0,0.0,#,1.0,1.0,1.0,1.0,#,1.0,0.016281826806730106,973.1564544,82.76759893333326,2.5745315418203747e-06,1,24.0174476288,4668,3510,0.5454545454545454,0.0006572695478285149,14,19
1.0,0.0,#,0.0,#,1.0,0.0,#,#,1.0,#,1.0,0.13546779090720695,1000.0,0.0,1.0,1,25.04,4454,3512,0.5454545454545454,0.0006852530598584807,6,24
1.0,0.0,0.0,#,1.0,#,#,0.0,0.0,1.0,#,0.0,0.0870643193958507,1000.0,0.0,1.0,1,19.516799999999996,4610,3528,0.6363636363636364,0.0005341033114475238,9,11
0.0,0.0,#,1.0,1.0,#,#,0.0,#,0.0,0.0,1.0,0.13378275582979907,1000.0,0.0,1.0,1,14.8,4899,3535,0.6363636363636364,0.00040502177659367076,5,8
#,#,0.0,#,#,#,#,0.0,1.0,0.0,0.0,0.0,0.004627569317213386,955.8096793509036,121.24649245898702,3.816401705586327e-07,1,11.203451627306897,4866,3553,0.45454545454545453,0.004505600707429352,25,42
0.0,0.0,1.0,#,#,1.0,1.0,#,#,#,1.0,0.0,0.07364030466430521,692.5440000000001,323.84,2.8076795958954374e-09,1,16.0714624,4780,3558,0.5454545454545454,0.00043981704416935,11,22
1.0,1.0,#,#,#,#,#,#,#,0.0,0.0,0.0,0.7094604288308336,1000.0,0.0,1.0,9,19.42256650868335,4986,3566,0.36363636363636365,0.004783720374337901,54,81
0.0,#,#,1.0,1.0,#,#,1.0,1.0,0.0,#,0.0,0.022815652962418134,409.6,343.03999999999996,2.105116724594325e-09,1,21.1248,4775,3568,0.5454545454545454,0.000578108380147701,8,21
0.0,1.0,#,#,0.0,1.0,#,#,#,1.0,1.0,1.0,0.005116052567723378,838.4455680000001,231.33443413333333,1.5093799906445077e-08,1,22.57189632,4801,3590,0.5454545454545454,0.0006177101046361174,13,21
1.0,1.0,#,#,0.0,#,#,#,0.0,#,0.0,0.0,0.08399719496183988,1000.0,0.0,1.0,1,22.175048452502665,4950,3592,0.45454545454545453,0.0006068498324515783,23,43
1.0,1.0,#,#,#,1.0,1.0,#,#,#,1.0,1.0,0.0038278981816111507,923.5522840435863,180.87282078644927,5.165750683138459e-08,1,16.396970243184636,4906,3595,0.45454545454545453,0.007971811517950981,28,50
0.0,#,1.0,1.0,#,#,#,0.0,#,1.0,#,0.0,0.010693052697412723,507.36413081600006,396.74970876586667,1.01722474630821e-09,1,18.1724101632,4920,3602,0.45454545454545453,0.0004973122871140636,16,47
#,1.0,1.0,#,#,0.0,0.0,#,1.0,#,0.0,1.0,0.09837566519127217,0.0,0.0,1.0,1,21.8,4811,3611,0.5454545454545454,0.0005965861303879745,5,20
0.0,1.0,1.0,#,#,0.0,1.0,#,0.0,#,#,0.0,0.0972395831293377,0.0,0.0,1.0,1,19.59392,4920,3623,0.5454545454545454,0.000536213803299612,9,17
#,1.0,#,#,#,0.0,0.0,#,0.0,0.0,0.0,0.0,0.20007575759530766,1000.0,0.0,1.0,1,21.0338977767424,4737,3628,0.5454545454545454,0.0005756207193395856,17,22
0.0,1.0,0.0,#,#,#,1.0,1.0,#,#,#,1.0,0.004346696160620113,497.37999070003195,399.64799813550076,9.808707649641048e-10,1,24.69502145453752,4987,3641,0.45454545454545453,0.01057313835155314,20,40
0.0,#,0.0,0.0,#,0.0,0.0,#,#,#,#,0.0,0.22925598040821166,1000.0,0.0,1.0,1,15.376331126867452,4946,3648,0.45454545454545453,0.0004207938480065145,32,38
0.0,#,#,0.0,0.0,#,#,1.0,#,#,1.0,0.0,0.015561481130439595,967.5300472422399,93.11489097728004,1.4285791404283891e-06,1,16.72368979873235,4944,3648,0.45454545454545453,0.0004576661184786503,21,39
1.0,#,1.0,#,#,#,#,#,0.0,#,0.0,0.0,0.383502928209722,1000.0,0.0,1.0,5,21.330372765487546,4950,3656,0.36363636363636365,0.0029186707678658832,52,76
1.0,1.0,0.0,0.0,0.0,#,#,#,#,0.0,#,0.0,0.08528789559576203,1000.0,0.0,1.0,1,20.4341376,4188,3665,0.5454545454545454,0.0005592074806696978,11,23
1.0,1.0,#,#,1.0,1.0,#,#,#,0.0,#,1.0,0.007586775429936185,259.857989632,342.46452729173336,2.122863313483872e-09,1,23.803307204608,4721,3667,0.45454545454545453,0.0006514093089740036,16,33
1.0,1.0,1.0,1.0,#,#,1.0,1.0,#,#,1.0,0.0,0.23795476037289476,0.0,0.0,1.0,1,11.666666666666666,4819,3671,0.6363636363636364,0.0003192739229905062,3,12
1.0,1.0,0.0,#,#,#,#,#,1.0,1.0,#,1.0,0.06155719619889367,1000.0,0.0,1.0,1,25.007152650792897,4911,3672,0.45454545454545453,0.0006843541482549501,29,43
#,#,1.0,#,#,0.0,0.0,#,#,0.0,0.0,0.0,0.00936114468310244,865.8651274518952,237.32285149465397,1.3283184677256899e-08,1,20.637588484128894,4771,3675,0.45454545454545453,0.0005647751859764166,27,42
0.0,0.0,0.0,0.0,#,#,#,0.0,#,#,#,1.0,0.13797662396892815,0.0,0.0,1.0,1,18.56192,4993,3677,0.45454545454545453,0.0005079717442830803,10,41
0.0,0.0,0.0,1.0,0.0,#,#,#,#,#,#,0.0,0.14592077873657033,0.0,0.0,1.0,1,19.779992576,4957,3681,0.45454545454545453,0.0005413059279825094,13,40
#,1.0,0.0,0.0,#,#,1.0,#,#,0.0,#,0.0,0.006078794571699999,831.4125590527999,245.64114915328,1.1181354012850992e-08,1,14.941217070252032,4986,3698,0.45454545454545453,0.0004088863704233215,19,40
1.0,1.0,1.0,#,1.0,#,#,0.0,1.0,#,1.0,0.0,0.14059281353399258,0.0,0.0,1.0,1,9.6,4821,3707,0.6363636363636364,0.00026271682806075936,5,11
1.0,#,#,#,1.0,#,#,1.0,0.0,1.0,#,1.0,0.009686091765746172,889.8193517510656,238.01395568181252,1.3091454152603e-08,1,20.261077698412542,4218,3708,0.45454545454545453,0.0005544714652103681,20,40
#,0.0,0.0,1.0,#,1.0,#,1.0,#,#,1.0,1.0,0.12973354929250291,1000.0,0.0,1.0,1,20.78752,4346,3708,0.5454545454545454,0.0005688782622551664,10,15
0.0,0.0,#,0.0,#,#,1.0,#,#,#,0.0,1.0,0.018317282470967162,361.472,381.61066666666665,1.2356556879417288e-09,1,18.631104,4927,3710,0.45454545454545453,0.0005098650568906382,10,41
#,0.0,#,0.0,#,#,0.0,1.0,#,0.0,1.0,0.0,0.010230566930822126,416.0,375.46666666666664,1.340118074318883e-09,1,20.016,4978,3712,0.5454545454545454,0.0005477645865066832,7,16
#,#,0.0,1.0,1.0,#,0.0,#,0.0,#,#,1.0,0.0018738398219341193,734.63304372224,332.1098980119893,2.4750894769499334e-09,1,20.48783830843392,4910,3715,0.45454545454545453,0.0005606770723139034,18,41
#,#,#,#,0.0,1.0,0.0,0.0,0.0,#,#,1.0,0.01892596323694078,610.4337129472,414.99448836096,8.124344974913369e-10,1,17.0674821128192,4969,3744,0.45454545454545453,0.0004670744545482925,17,41
#,1.0,0.0,1.0,#,1.0,#,#,#,0.0,0.0,1.0,0.01777791930265221,748.13696,310.62425599999995,3.457985522340455e-09,1,18.26352128,4653,3744,0.5454545454545454,0.000499805664573102,12,19
#,1.0,#,0.0,#,1.0,1.0,#,#,1.0,#,0.0,0.045722502464063654,281.92,258.304,8.696496815354037e-09,1,15.330496,4231,3752,0.45454545454545453,0.0004195395085123083,10,37
1.0,1.0,0.0,#,0.0,#,#,#,#,1.0,#,0.0,0.1670826118945268,0.0,0.0,1.0,2,13.376000000000001,4741,3759,0.45454545454545453,0.0007321042275293163,8,41
1.0,1.0,0.0,#,0.0,#,#,#,#,#,0.0,0.0,0.01813819341836893,934.464,117.96479999999997,4.3776175959427164e-07,1,21.30879121408,4428,3759,0.45454545454545453,0.0005831435455804245,15,40
1.0,0.0,0.0,1.0,#,0.0,#,1.0,#,1.0,#,0.0,0.0251701735583008,0.0,0.0,1.0,1,30.5,4963,3765,0.6363636363636364,0.0008346732558180376,2,8
0.0,#,0.0,1.0,#,1.0,#,#,#,0.0,1.0,0.0,0.13016097380776795,0.0,0.0,1.0,1,15.888,4957,3769,0.5454545454545454,0.00043479635044055677,7,19
1.0,0.0,#,1.0,#,#,#,1.0,0.0,0.0,1.0,1.0,0.028446699026407386,750.0,270.8333333333333,6.862611684033906e-09,1,20.5,4471,3776,0.6363636363636364,0.0005610098932547467,4,10
1.0,0.0,0.0,#,0.0,#,0.0,1.0,0.0,#,1.0,1.0,0.12462492633034437,1000.0,0.0,1.0,1,13.666666666666666,3776,3776,0.7272727272727273,0.0003740065955031644,3,3
#,1.0,#,#,0.0,#,1.0,#,0.0,1.0,#,1.0,0.025417329691145525,813.1564544,219.05580031999997,1.982559425704474e-08,1,26.662498066202623,4871,3791,0.45454545454545453,0.0007296548875134254,20,31
#,0.0,0.0,0.0,#,#,#,#,#,1.0,0.0,0.0,0.07679435773411397,997.1176962384828,14.651710787712016,0.014810110969699003,2,16.768671865165253,4850,3803,0.45454545454545453,0.0009177942256683152,24,33
#,0.0,#,1.0,#,#,0.0,0.0,1.0,#,#,0.0,0.003103757760520799,624.9734774783999,412.70383913642667,8.352326358809337e-10,1,12.5391677816832,4839,3819,0.45454545454545453,0.00034315108188807074,17,40
0.0,#,1.0,0.0,#,#,0.0,0.0,#,#,#,1.0,0.029449753550566903,330.3866368,397.57327018666666,1.0067325482046916e-09,1,16.9449736192,4931,3828,0.45454545454545453,0.0004637218459176531,14,37
#,0.0,1.0,1.0,1.0,#,1.0,#,#,1.0,#,1.0,0.006060283294812265,892.5209600000001,213.7347413333333,2.24194214102624e-08,1,17.96486656,4667,3834,0.5454545454545454,0.0004916325790810423,12,20
#,1.0,#,0.0,0.0,#,#,#,#,0.0,0.0,1.0,0.003544969133450142,491.84000000000003,400.29866666666663,9.729248191264046e-10,1,20.74528,4931,3842,0.45454545454545453,0.000567722308211699,9,33
#,1.0,0.0,#,1.0,#,1.0,#,#,0.0,#,1.0,0.00122669794507528,444.27973836800004,392.0741782869334,1.0793413002166156e-09,1,24.351465488384,4880,3847,0.45454545454545453,0.00066641039288951,16,33
#,#,#,#,#,#,1.0,1.0,1.0,#,1.0,1.0,0.0032583074698175926,960.8160684657869,100.79683512316721,9.610932332163942e-07,1,19.53514589958457,4980,3851,0.36363636363636365,0.011157795203960139,33,62
0.0,0.0,0.0,#,1.0,#,#,#,1.0,#,#,1.0,0.002437304716311697,627.3323401216,354.7131637486934,1.7807931264901528e-09,1,17.848812905267202,4983,3858,0.45454545454545453,0.0004884566157418486,17,35
#,0.0,0.0,1.0,1.0,#,0.0,#,#,1.0,#,1.0,0.028235881211254532,806.464,277.0261333333333,6.129094233576427e-09,1,19.916672,4910,3863,0.5454545454545454,0.0005450463430590147,10,13
#,0.0,0.0,#,0.0,0.0,0.0,#,#,#,#,0.0,0.0029173983313315888,867.355136,256.65645226666663,8.979229382829778e-09,1,13.37974272,4806,3867,0.45454545454545453,0.00036615453829869137,13,32
0.0,#,0.0,0.0,#,#,0.0,1.0,#,#,#,0.0,0.005343529257620666,755.9920470982656,269.8467091729613,6.988989199156476e-09,1,15.058976567609262,4968,3867,0.45454545454545453,0.005244704895041295,21,36
#,1.0,0.0,#,#,1.0,#,1.0,#,1.0,1.0,1.0,0.07427644506044088,1000.0,0.0,1.0,1,29.353344,4801,3869,0.5454545454545454,0.0008032934821517004,10,18
1.0,1.0,#,0.0,#,#,#,#,#,0.0,0.0,0.0,0.07078004381651554,1000.0,0.0,1.0,1,21.573974931505152,4986,3871,0.45454545454545453,0.0005904006523611846,19,28
0.0,#,1.0,#,#,0.0,0.0,#,#,0.0,1.0,1.0,0.038617925032986195,357.2864,374.0842666666667,1.3650632834031296e-09,1,14.2571008,4774,3879,0.5454545454545454,0.00039016461453317866,11,26
#,0.0,#,1.0,0.0,1.0,#,0.0,0.0,#,#,1.0,0.24021686507729506,750.0,187.5,4.315127572016461e-08,1,15.75,4513,3883,0.5454545454545454,0.00043101979603718337,4,21
0.0,1.0,1.0,1.0,#,#,0.0,0.0,0.0,1.0,#,0.0,0.040706976490250846,1000.0,0.0,1.0,1,20.0,3884,3884,0.7272727272727273,0.000547326725126582,1,2
#,0.0,1.0,0.0,0.0,#,#,0.0,#,0.0,1.0,0.0,0.10550666684346358,800.0,160.0,9.5367431640625e-08,2,16.8,4765,3888,0.6363636363636364,0.0009195088982126579,5,7
0.0,0.0,1.0,#,#,#,1.0,#,1.0,1.0,#,0.0,0.020621081174691382,520.0,373.3333333333333,1.3788472593961975e-09,2,19.119999999999997,4887,3890,0.5454545454545454,0.0010464886984420249,6,16
0.0,0.0,1.0,0.0,#,#,1.0,#,1.0,#,1.0,0.0,0.04027554487903584,666.6666666666666,277.77777777777777,6.0466176e-09,1,19.666666666666668,4887,3890,0.6363636363636364,0.000538204613041139,3,8
1.0,0.0,0.0,1.0,0.0,#,#,1.0,#,#,#,0.0,0.013115508931504257,0.0,0.0,1.0,1,37.0,4984,3892,0.5454545454545454,0.0010125544414841768,1,9
#,1.0,0.0,1.0,0.0,#,1.0,#,#,1.0,0.0,1.0,0.05076222356567575,1000.0,0.0,1.0,1,26.68,4871,3893,0.6363636363636364,0.0007301338513188605,6,10
1.0,1.0,#,1.0,#,0.0,#,#,#,0.0,#,1.0,0.008185695167815941,422.742970368,413.1108498090667,8.311262392659949e-10,1,20.208107454464,4916,3906,0.45454545454545453,0.0005530218637028925,16,33
#,1.0,0.0,#,1.0,#,1.0,#,#,0.0,1.0,1.0,0.005099781261391716,262.4,311.8933333333333,3.388203919918973e-09,1,23.1376,4805,3906,0.5454545454545454,0.0006331913417644402,8,17
#,1.0,1.0,#,0.0,0.0,#,#,0.0,0.0,1.0,1.0,0.12074911596509927,744.0,275.2,6.335163855966276e-09,2,13.6,4481,3911,0.6363636363636364,0.0007443643461721516,7,11
0.0,0.0,0.0,1.0,#,1.0,#,#,#,#,#,0.0,0.16784984931279148,0.0,0.0,1.0,3,16.81040896,4957,3920,0.45454545454545453,0.0013801179126173028,12,34
#,1.0,#,#,1.0,1.0,#,1.0,#,0.0,#,1.0,0.00271483299808648,644.0281087999999,405.0670933333334,9.169912298181706e-10,1,20.2963398656,4942,3923,0.45454545454545453,0.000555436461534747,14,28
1.0,1.0,1.0,0.0,1.0,#,0.0,1.0,#,#,#,1.0,0.06718599671442829,666.6666666666666,277.77777777777777,6.0466176e-09,1,12.333333333333334,4084,3923,0.6363636363636364,0.00033751814716139226,3,7
0.0,0.0,#,#,1.0,1.0,1.0,1.0,#,#,#,1.0,0.18857495669870417,1000.0,0.0,1.0,1,13.5,4238,3924,0.5454545454545454,0.0003694455394604429,4,15
1.0,1.0,1.0,#,#,#,0.0,0.0,1.0,#,1.0,0.0,0.06375328661912452,0.0,0.0,1.0,1,8.0,4821,3925,0.6363636363636364,0.0002189306900506328,2,8
#,1.0,0.0,#,1.0,0.0,#,#,#,0.0,#,1.0,0.12338113188540768,0.0,0.0,1.0,1,22.6576,4935,3933,0.45454545454545453,0.0006200555003614023,8,29
0.0,1.0,#,#,1.0,0.0,1.0,0.0,0.0,0.0,#,1.0,0.03138477528925399,1000.0,0.0,1.0,1,19.0,3933,3933,0.7272727272727273,0.0005199603888702529,1,5
0.0,0.0,1.0,#,#,0.0,1.0,#,#,#,1.0,0.0,0.1402474184439364,897.6,143.35999999999999,1.6514295005431624e-07,3,16.433600000000002,4944,3940,0.5454545454545454,0.00134918227050603,8,14
1.0,0.0,0.0,#,0.0,#,#,#,1.0,#,#,0.0,0.01228806665899678,735.5218034688,294.45395120127995,4.517655062825397e-09,1,17.913829488230398,4984,3941,0.45454545454545453,0.000490235881413457,17,28
#,0.0,1.0,1.0,#,1.0,#,0.0,#,#,#,0.0,0.0037448231469456882,894.231598497792,227.69529317403303,1.633916032650433e-08,2,18.68902778784973,4900,3947,0.45454545454545453,0.0010229004374923483,19,36
#,0.0,1.0,#,#,0.0,#,#,0.0,#,1.0,0.0,0.03676547830799364,966.4455680000001,80.53063679999994,2.9525300976720536e-06,2,18.468895829051313,4944,3957,0.45454545454545453,0.0010108520270818645,22,33
1.0,#,#,#,#,#,#,1.0,1.0,#,0.0,0.0,0.04509850033794484,737.6,262.4,8.038607917201419e-09,1,22.637739175935998,4986,3958,0.36363636363636365,0.000619511982371739,16,60
#,0.0,#,#,#,1.0,1.0,0.0,#,0.0,0.0,0.0,0.01016499828159365,680.63488,393.54914133333335,1.059266296382152e-09,1,18.4695424,4585,3959,0.5454545454545454,0.0005054437078189277,12,16
1.0,1.0,0.0,#,#,#,#,#,#,1.0,#,0.0,0.47489174197240674,0.0,0.0,1.0,4,11.785938283152015,4881,3961,0.36363636363636365,0.0012901518006123208,21,74
0.0,1.0,1.0,#,1.0,#,#,#,#,0.0,#,0.0,0.001661715170242615,523.745838497792,400.342844964864,9.723881206677336e-10,1,20.750986668015617,4904,3968,0.45454545454545453,0.0005678784788075176,19,28
#,1.0,#,#,#,#,1.0,1.0,1.0,0.0,1.0,1.0,0.04589308762904562,600.0,346.66666666666663,1.997282869425226e-09,1,19.4,4894,3969,0.5454545454545454,0.0005309069233727845,5,10
1.0,1.0,1.0,#,1.0,#,#,#,1.0,#,1.0,0.0,0.16904593967094214,0.0,0.0,1.0,1,10.0,4821,3970,0.5454545454545454,0.000273663362563291,5,12
1.0,0.0,#,#,#,#,#,0.0,#,0.0,1.0,0.0,0.007083198335032046,889.3917799926292,197.875432830958,3.296405353516773e-08,1,15.58316726966991,4765,3972,0.45454545454545453,0.0004264541954404087,26,39
#,0.0,0.0,0.0,#,1.0,#,#,#,0.0,#,1.0,0.016743033389512003,398.71488000000005,398.71488,9.924023432195564e-10,1,18.369728000000002,4983,3983,0.45454545454545453,0.0005027121533853039,12,36
#,1.0,1.0,#,#,#,0.0,#,0.0,#,0.0,0.0,0.07584061044418643,1000.0,0.0,1.0,1,23.127813309857792,4768,3984,0.45454545454545453,0.000632923515911172,19,30
1.0,#,1.0,1.0,1.0,#,#,#,#,1.0,#,1.0,0.008075163887830751,613.71392,385.4329173333333,1.1755902867065441e-09,1,15.547642879999998,4599,4000,0.45454545454545453,0.000425482023047401,12,32
0.0,0.0,#,0.0,1.0,#,#,#,#,1.0,#,0.0,0.015917265335735058,728.0177225728,358.6339373056,1.685555585518649e-09,1,16.1482171179008,4520,4006,0.45454545454545453,0.0004419175395886829,17,30
1.0,#,#,#,#,#,0.0,0.0,#,0.0,0.0,1.0,0.030778721147965246,102.4,175.7866666666667,5.957586341917011e-08,1,27.276799999999998,4759,4017,0.45454545454545453,0.0007464660807966376,8,28
1.0,1.0,#,#,#,#,#,#,1.0,0.0,#,0.0,0.00463621440476881,991.8935206707331,33.326637242541636,0.00024324421966818145,1,15.567090937324622,4986,4021,0.36363636363636365,0.006248816063664408,30,56
0.0,1.0,0.0,#,#,#,#,0.0,1.0,0.0,#,0.0,0.2019077153935823,1000.0,0.0,1.0,1,14.0,4333,4022,0.5454545454545454,0.00038312870758860744,5,15
1.0,0.0,#,#,1.0,#,#,0.0,#,0.0,#,1.0,0.04092002317582988,472.32,396.2026666666667,1.0242666413621164e-09,2,10.005440000000002,4939,4025,0.45454545454545453,0.000547624470865051,9,33
1.0,0.0,#,#,1.0,#,#,0.0,0.0,#,#,0.0,0.14845244514867825,1000.0,0.0,1.0,1,18.41689983808019,4738,4027,0.45454545454545453,0.0005040030737680356,22,27
1.0,#,1.0,0.0,#,#,#,#,0.0,#,0.0,0.0,0.0791414251374193,1000.0,0.0,1.0,1,24.914816620134403,4941,4047,0.45454545454545453,0.000681827249391375,17,26
0.0,0.0,0.0,#,0.0,#,#,#,1.0,1.0,#,0.0,0.04255173706996426,840.0,184.0,4.741446831686878e-08,1,18.04,4624,4051,0.5454545454545454,0.000493688706064177,6,11
0.0,0.0,0.0,#,1.0,#,#,#,#,1.0,#,1.0,0.01819566550593891,819.5712000000001,254.08853333333332,9.442232023118362e-09,1,14.8949248,4953,4060,0.45454545454545453,0.0004076195205895355,11,24
#,0.0,0.0,0.0,#,0.0,#,#,#,1.0,1.0,0.0,0.004587207993109943,897.6,192.8533333333333,3.7485581415201645e-08,1,21.4928,4833,4063,0.5454545454545454,0.0005881791918900301,8,13
0.0,#,0.0,#,#,0.0,#,0.0,#,1.0,#,0.0,0.0018036787039239735,966.4455680000001,96.74861226666658,1.1797127638622399e-06,1,16.983465472,4945,4063,0.45454545454545453,0.000464775226904507,13,22
0.0,0.0,0.0,#,1.0,0.0,#,#,#,#,1.0,1.0,0.022875398814918933,872.0,194.13333333333335,3.626598203451447e-08,1,22.72,4708,4065,0.5454545454545454,0.0006217631597437972,7,16
0.0,#,0.0,1.0,#,#,#,#,#,#,1.0,0.0,0.0019691299900709614,260.9088210101862,299.1387984485417,4.174805774893801e-09,1,15.112647036310651,4999,4065,0.36363636363636365,0.014283016684662387,21,53
1.0,1.0,0.0,1.0,#,1.0,#,#,#,#,#,0.0,0.002636381246306619,439.1331954688,391.74911557632,1.0838267774719167e-09,1,12.2065412497408,4881,4069,0.45454545454545453,0.00033404831236715844,17,33
#,0.0,0.0,#,#,1.0,1.0,0.0,#,#,#,0.0,0.031986761499889604,850.52516352,205.13960755199997,2.752658898970437e-08,1,16.186781146291896,4962,4080,0.45454545454545453,0.00044297289575703227,21,29
#,0.0,#,1.0,1.0,1.0,#,#,0.0,#,#,0.0,0.0015357700587140697,321.96426465280007,382.38482857984,1.2231979235198972e-09,1,15.6678442713088,4929,4080,0.45454545454545453,0.0004287714947404362,17,30
0.0,0.0,#,0.0,#,0.0,#,#,0.0,#,#,1.0,0.02811207927249402,449.856,398.9333333333333,9.896881516216052e-10,1,20.324096,4927,4082,0.45454545454545453,0.0005561960452419133,10,24
1.0,0.0,#,#,#,#,#,#,0.0,1.0,#,1.0,0.010416688794793488,521.64151296,431.1941720746667,6.708657003109479e-10,1,15.54904608768,4910,4090,0.36363636363636365,0.0004255204237006094,15,49
0.0,#,#,0.0,0.0,#,#,#,1.0,#,1.0,0.0,0.0030031704650968693,965.6402616319999,105.36986432853335,7.698708848155503e-07,1,18.779810095104,4887,4091,0.45454545454545453,0.0005139345978926199,16,29
