Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
3317,0,0,809,1000,27,9,1711.909090909091,0,0,1,0,2,5.169504880905151,2.8433210849761963,1.064561367034912,0.6484005451202393,0.15662288665771484,0.010461568832397461
3318,0,0,809,1000,23,6,1844.8947368421052,0,0,0,0,0,5.171424865722656,2.8450191020965576,1.0645642280578613,0.648430585861206,0.15662288665771484,0.010468721389770508
3319,0,0,810,1000,35,15,692.5294117647059,0,1,1,0,1,5.176639080047607,2.8468151092529297,1.066559076309204,0.6494665145874023,0.15679693222045898,0.010478734970092773
3320,0,0,810,1000,25,12,598.7647058823532,0,0,0,0,0,5.178048849105835,2.848067283630371,1.0665600299835205,0.6494734287261963,0.15679693222045898,0.01048588752746582
3321,0,0,810,1000,35,15,739.75,0,0,1,0,2,5.184279918670654,2.850346326828003,1.0689818859100342,0.6505842208862305,0.15694284439086914,0.010490894317626953
3322,0,0,810,1000,24,13,956.6666666666665,0,0,0,0,0,5.1859071254730225,2.8517343997955322,1.0689828395843506,0.6506133079528809,0.15694284439086914,0.010497808456420898
3323,0,0,810,1000,22,8,1797.8333333333333,0,0,0,0,0,5.188362121582031,2.853966474533081,1.068985939025879,0.6506333351135254,0.15694284439086914,0.010502815246582031
3324,0,0,810,1000,26,17,852.8421052631579,0,0,0,0,0,5.190047264099121,2.855457305908203,1.0689880847930908,0.6506433486938477,0.15694284439086914,0.010510921478271484
3325,0,0,810,1000,27,11,1132.1176470588234,0,0,0,0,0,5.191502094268799,2.856762409210205,1.0689890384674072,0.650665283203125,0.15694284439086914,0.010515689849853516
3326,0,0,810,1000,35,12,1361.8235294117646,0,0,0,0,0,5.1930458545684814,2.858121633529663,1.0689911842346191,0.6506893634796143,0.15694284439086914,0.010518789291381836
3327,0,0,810,1000,28,14,747.6875,0,0,0,0,0,5.195258140563965,2.8599965572357178,1.068993091583252,0.6507253646850586,0.15694284439086914,0.010523796081542969
3328,0,0,810,1000,30,19,1035.962962962963,0,0,0,0,0,5.197314023971558,2.8618104457855225,1.0689942836761475,0.6507585048675537,0.15694284439086914,0.010530710220336914
3329,0,0,809,1000,27,19,878.8400000000001,0,0,1,0,2,5.201576232910156,2.8631083965301514,1.070925235748291,0.6514484882354736,0.15709280967712402,0.010537862777709961
3330,0,0,810,1000,13,7,772.125,0,1,0,0,1,5.208157062530518,2.8645694255828857,1.0737941265106201,0.6531052589416504,0.15738391876220703,0.010542631149291992
3331,0,0,812,1000,18,8,1283.111111111111,0,1,0,0,0,5.213680028915405,2.86629056930542,1.0763630867004395,0.6540346145629883,0.15752696990966797,0.010549545288085938
3332,0,0,812,1000,33,19,403.181818181818,0,0,1,0,1,5.218240022659302,2.8676974773406982,1.078235149383545,0.6549773216247559,0.15764808654785156,0.010556459426879883
3333,0,0,812,1000,37,16,955.1500000000001,0,0,0,0,0,5.220625162124634,2.8696541786193848,1.0782370567321777,0.6550111770629883,0.15779805183410645,0.010562658309936523
3334,0,0,812,1000,34,15,426.5625,0,0,0,0,0,5.222130060195923,2.8709871768951416,1.0782380104064941,0.6550192832946777,0.15779805183410645,0.010568618774414062
3335,0,0,812,1000,31,8,680.4444444444443,0,0,0,0,0,5.223490953445435,2.872231960296631,1.0782392024993896,0.6550230979919434,0.15779805183410645,0.010572671890258789
3336,0,0,813,1000,35,15,579.0625,0,1,1,0,1,5.227864980697632,2.873465061187744,1.0802042484283447,0.65590500831604,0.1579289436340332,0.01057577133178711
3337,0,0,812,1000,29,13,831.4666666666667,0,1,0,0,2,5.232522249221802,2.875178098678589,1.0821542739868164,0.656564474105835,0.1580827236175537,0.010581016540527344
3338,0,0,812,1000,27,10,1347.642857142857,0,0,0,0,0,5.2342209815979,2.876706123352051,1.082155466079712,0.6565823554992676,0.1580827236175537,0.010586261749267578
3339,0,0,812,1000,30,11,899.3888888888887,2,0,1,0,0,5.238938093185425,2.8782012462615967,1.084582805633545,0.6566793918609619,0.15845680236816406,0.010591506958007812
3340,0,0,812,1000,32,16,944.8823529411766,0,1,0,0,2,5.243489980697632,2.879556179046631,1.0864286422729492,0.6576752662658691,0.15861892700195312,0.010598421096801758
3341,0,0,812,1000,34,14,735.7142857142858,0,0,0,0,0,5.245538949966431,2.8814141750335693,1.0864317417144775,0.6576831340789795,0.15861892700195312,0.010602474212646484
3342,0,0,812,1000,46,21,1027.8571428571427,0,0,0,0,0,5.24710488319397,2.8827381134033203,1.086432695388794,0.6577181816101074,0.15861892700195312,0.010608673095703125
3343,0,0,812,1000,35,20,665.1904761904761,0,0,0,0,0,5.248691082000732,2.8839871883392334,1.0864338874816895,0.6577281951904297,0.15875673294067383,0.010612726211547852
3344,0,0,812,1000,42,22,867.7600000000002,0,0,1,0,2,5.254394054412842,2.8854010105133057,1.0890989303588867,0.6589601039886475,0.15890169143676758,0.01061558723449707
3345,0,0,812,1000,27,15,724.6875,0,0,0,0,0,5.256080150604248,2.8867743015289307,1.0891001224517822,0.6589679718017578,0.15902471542358398,0.010621309280395508
3346,0,0,811,1000,18,8,387.3333333333335,0,0,1,0,2,5.260861158370972,2.8880181312561035,1.0914530754089355,0.6599321365356445,0.15912175178527832,0.01062631607055664
3347,0,0,811,1000,24,11,884.1666666666665,0,0,0,0,0,5.26254415512085,2.8895277976989746,1.0914547443389893,0.6599392890930176,0.15912175178527832,0.010634183883666992
3348,0,0,811,1000,47,23,1223.0833333333335,1,0,1,0,1,5.266597032546997,2.890819787979126,1.0933196544647217,0.6604623794555664,0.15925288200378418,0.010638952255249023
3349,0,0,811,1000,21,11,1143.4,0,0,0,0,0,5.268234968185425,2.8921656608581543,1.0933218002319336,0.660468339920044,0.15937280654907227,0.010643959045410156
3350,0,0,811,1000,33,15,998.6315789473683,0,1,1,0,2,5.2728211879730225,2.893559694290161,1.0952255725860596,0.6613812446594238,0.15952181816101074,0.01064920425415039
3351,0,0,811,1000,36,8,1457.4166666666667,0,0,0,0,0,5.274488925933838,2.895063638687134,1.0952277183532715,0.6613984107971191,0.15952181816101074,0.010655403137207031
3352,0,0,811,1000,36,16,950.1666666666665,0,0,1,0,1,5.2785069942474365,2.8963735103607178,1.0970087051391602,0.6620082855224609,0.15966391563415527,0.010659456253051758
3353,0,0,811,1000,33,19,1199.318181818182,0,0,1,0,2,5.282566070556641,2.8975746631622314,1.0987646579742432,0.6628234386444092,0.1597728729248047,0.010663509368896484
3354,0,0,811,1000,28,6,586.8333333333335,0,0,1,0,2,5.287748098373413,2.8991787433624268,1.1007366180419922,0.66412353515625,0.15993762016296387,0.01066732406616211
3355,0,0,811,1000,40,16,940.6111111111113,0,0,0,0,0,5.28928804397583,2.9005210399627686,1.100738763809204,0.6641325950622559,0.15993762016296387,0.010675191879272461
3356,0,0,811,1000,35,18,541.75,0,0,0,0,0,5.290696144104004,2.901751756668091,1.1007399559020996,0.6641416549682617,0.15993762016296387,0.010679960250854492
3357,0,0,811,1000,17,10,880.909090909091,0,0,0,0,0,5.291990041732788,2.902925968170166,1.100740671157837,0.6641566753387451,0.15993762016296387,0.010683774948120117
3358,0,0,811,1000,28,12,1268.095238095238,0,0,0,0,0,5.29337215423584,2.9041640758514404,1.1007418632507324,0.6641807556152344,0.15993762016296387,0.010687828063964844
3359,0,0,811,1000,32,20,898.0714285714284,0,0,0,0,0,5.29474401473999,2.9053521156311035,1.1007428169250488,0.6642098426818848,0.15993762016296387,0.010690689086914062
3360,0,0,811,1000,24,7,1221.8947368421054,0,0,0,0,0,5.296000957489014,2.9065070152282715,1.1007437705993652,0.6642208099365234,0.15993762016296387,0.010693788528442383
3361,0,0,810,1000,27,9,1208.25,0,0,1,0,2,5.299962997436523,2.907696008682251,1.1024978160858154,0.6650099754333496,0.16005253791809082,0.01069784164428711
3362,0,0,809,1000,37,16,899.5416666666665,0,0,1,0,2,5.304255247116089,2.909055233001709,1.104280948638916,0.6658520698547363,0.16017460823059082,0.010701894760131836
3363,0,0,809,1000,26,5,1376.8,0,0,0,0,0,5.3056511878967285,2.910344123840332,1.1042826175689697,0.6658563613891602,0.16017460823059082,0.010706901550292969
3364,0,0,809,1000,29,16,665.5294117647059,0,0,0,0,0,5.30694317817688,2.9114887714385986,1.1042835712432861,0.6658642292022705,0.16017460823059082,0.010710716247558594
3365,0,0,809,1000,24,14,497.7142857142858,0,1,1,0,2,5.310915946960449,2.9126057624816895,1.1060028076171875,0.666722297668457,0.16031861305236816,0.010713815689086914
3366,0,0,809,1000,19,7,1085.8571428571427,0,0,0,0,0,5.31216025352478,2.913757801055908,1.106003761291504,0.6667265892028809,0.16031861305236816,0.01071786880493164
3367,0,0,809,1000,21,11,1106.8000000000002,1,0,1,0,1,5.31548810005188,2.914832830429077,1.1076109409332275,0.6671433448791504,0.16043448448181152,0.010721683502197266
3368,0,0,809,1000,28,8,1375.923076923077,0,1,0,0,2,5.319111108779907,2.91595458984375,1.1092000007629395,0.6678357124328613,0.16054654121398926,0.010724544525146484
3369,0,0,809,1000,27,14,1088.0,0,0,0,0,0,5.320339202880859,2.9170544147491455,1.109201192855835,0.6678426265716553,0.16054654121398926,0.010727405548095703
3370,0,0,809,1000,25,14,793.4666666666667,0,0,0,0,0,5.321558952331543,2.9181482791900635,1.1092021465301514,0.6678485870361328,0.16054654121398926,0.010730266571044922
3371,0,0,809,1000,19,9,1531.8947368421052,0,0,1,0,2,5.325223207473755,2.919220209121704,1.1107842922210693,0.6686570644378662,0.16065144538879395,0.010733366012573242
3372,0,0,808,1000,38,23,1169.34375,0,0,1,0,2,5.328887939453125,2.92030930519104,1.1123623847961426,0.6693692207336426,0.16075515747070312,0.010736227035522461
3373,0,0,808,1000,35,12,1010.25,0,0,0,0,0,5.330158948898315,2.9213626384735107,1.112363338470459,0.6693751811981201,0.1608421802520752,0.01073908805847168
3374,0,0,808,1000,31,16,677.4117647058824,0,0,0,0,0,5.331362009048462,2.9224276542663574,1.1123640537261963,0.6693813800811768,0.1608421802520752,0.0107421875
3375,0,0,808,1000,32,17,1347.5555555555557,0,0,0,0,0,5.332581996917725,2.9234914779663086,1.1123640537261963,0.6694052219390869,0.1608421802520752,0.01074528694152832
3376,0,0,808,1000,28,13,1011.1428571428573,0,0,0,0,0,5.3338799476623535,2.9246535301208496,1.112365961074829,0.66941237449646,0.1608421802520752,0.01074838638305664
3377,0,0,808,1000,20,8,511.125,0,0,0,0,0,5.335119009017944,2.9257216453552246,1.1123669147491455,0.6694161891937256,0.16091322898864746,0.010752439498901367
3378,0,0,808,1000,31,14,1138.8666666666668,0,0,0,0,0,5.336360216140747,2.926830530166626,1.112367868423462,0.6694221496582031,0.16091322898864746,0.010755538940429688
3379,0,0,807,1000,37,18,1529.8636363636363,0,0,1,0,2,5.340006113052368,2.9279673099517822,1.1139798164367676,0.6700742244720459,0.16100406646728516,0.010758161544799805
3380,0,0,807,1000,30,14,1366.5882352941176,0,0,0,0,0,5.341196060180664,2.9290294647216797,1.1139798164367676,0.6700804233551025,0.16100406646728516,0.010761260986328125
3381,0,0,807,1000,30,8,1736.095238095238,0,0,0,0,0,5.342339992523193,2.930068254470825,1.113980770111084,0.6700944900512695,0.16100406646728516,0.010764122009277344
3382,0,0,807,1000,44,21,1047.0666666666666,0,0,1,0,1,5.345849990844727,2.9311535358428955,1.1154906749725342,0.6707382202148438,0.1611020565032959,0.010767221450805664
3383,0,0,807,1000,25,15,797.6521739130435,0,0,0,0,0,5.3470470905303955,2.93220591545105,1.1154916286468506,0.6707611083984375,0.1611020565032959,0.010770320892333984
3384,0,0,807,1000,36,15,731.0,0,1,1,0,2,5.3505940437316895,2.933281898498535,1.116992712020874,0.6714839935302734,0.1612110137939453,0.010773181915283203
3385,0,0,807,1000,26,15,1520.6,0,0,0,0,0,5.3519370555877686,2.9343607425689697,1.1169934272766113,0.671511173248291,0.16131925582885742,0.010776281356811523
3386,0,0,807,1000,39,21,1159.8214285714284,0,0,0,0,0,5.35319709777832,2.935452461242676,1.1169946193695068,0.6715202331542969,0.16131925582885742,0.010779380798339844
3387,0,0,807,1000,37,18,516.5999999999999,0,0,0,0,0,5.354418039321899,2.936521291732788,1.1169958114624023,0.6715281009674072,0.16131925582885742,0.010782480239868164
3388,0,0,807,1000,20,9,1423.148148148148,0,0,0,0,0,5.355541944503784,2.9375452995300293,1.1169970035552979,0.6715409755706787,0.16131925582885742,0.010785579681396484
3389,0,0,805,1000,50,21,1108.1785714285716,1,0,1,0,2,5.358474969863892,2.9385862350463867,1.11850905418396,0.67165207862854,0.16141223907470703,0.010788679122924805
3390,0,0,805,1000,25,8,884.3333333333335,0,0,0,0,0,5.359694004058838,2.9396369457244873,1.1185100078582764,0.6716561317443848,0.16147828102111816,0.010791778564453125
3391,0,0,805,1000,26,10,816.2727272727275,0,0,0,0,0,5.360888957977295,2.940729856491089,1.1185111999511719,0.6716599464416504,0.16147828102111816,0.010794878005981445
3392,0,0,803,1000,18,5,913.7272727272725,1,0,1,0,2,5.364085912704468,2.9418108463287354,1.120145320892334,0.6719491481781006,0.16159319877624512,0.010797977447509766
3393,0,0,803,1000,46,18,1372.6129032258063,0,0,0,0,0,5.365450859069824,2.9429759979248047,1.1201462745666504,0.6719791889190674,0.16159319877624512,0.010802030563354492
3394,0,0,803,1000,46,23,648.521739130435,0,0,0,0,0,5.366755962371826,2.9440929889678955,1.1201472282409668,0.6719889640808105,0.16159319877624512,0.010806083679199219
3395,0,0,803,1000,39,17,1356.08,0,0,1,0,1,5.370296955108643,2.9452080726623535,1.1216750144958496,0.6726231575012207,0.16170525550842285,0.010808944702148438
3396,0,0,803,1000,32,19,1009.8499999999999,0,0,0,0,0,5.371553897857666,2.946301221847534,1.1216762065887451,0.6726312637329102,0.16170525550842285,0.01081991195678711
3397,0,0,803,1000,30,19,1451.75,0,0,0,0,0,5.372777223587036,2.9473519325256348,1.1216771602630615,0.6726610660552979,0.16170525550842285,0.010822772979736328
3398,0,0,804,1000,30,19,1416.75,0,1,1,0,1,5.376475095748901,2.9484639167785645,1.1232092380523682,0.6733970642089844,0.16185235977172852,0.010824441909790039
3399,0,0,804,1000,23,12,1084.3529411764707,0,0,0,0,0,5.377670049667358,2.949526071548462,1.1232101917266846,0.6734201908111572,0.16185235977172852,0.010828495025634766
3400,0,0,804,1000,27,13,886.0769230769229,0,0,0,0,0,5.378848075866699,2.9505841732025146,1.1232109069824219,0.6734263896942139,0.16185235977172852,0.010831594467163086
3401,0,0,805,1000,39,18,1425.3793103448277,0,1,1,0,1,5.382773160934448,2.951730966567993,1.1247889995574951,0.6743221282958984,0.1619873046875,0.010834693908691406
3402,0,0,805,1000,27,17,1479.0857142857142,0,0,0,0,0,5.384098052978516,2.9528326988220215,1.1247901916503906,0.6743850708007812,0.1619873046875,0.010839462280273438
3403,0,0,805,1000,24,15,1415.1818181818182,0,0,0,0,0,5.385494947433472,2.954073905944824,1.124791145324707,0.674410343170166,0.1619873046875,0.010843515396118164
3404,0,0,805,1000,34,16,790.4375,0,0,0,0,0,5.386682987213135,2.9551196098327637,1.1247920989990234,0.6744160652160645,0.1619873046875,0.01084756851196289
3405,0,0,805,1000,47,17,992.4285714285716,0,0,0,0,0,5.388059139251709,2.9561927318573,1.1247930526733398,0.6744241714477539,0.16212821006774902,0.01085042953491211
3406,0,0,805,1000,29,18,1523.8,0,0,0,0,0,5.389482259750366,2.9573397636413574,1.1247949600219727,0.6745312213897705,0.16212821006774902,0.01085352897644043
3407,0,0,805,1000,34,13,423.8125,0,0,0,0,0,5.391218185424805,2.95890474319458,1.1247971057891846,0.6745381355285645,0.16212821006774902,0.01087641716003418
3408,0,0,804,1000,63,32,1205.6,1,1,1,0,2,5.394886016845703,2.9599907398223877,1.1264760494232178,0.6750349998474121,0.16228008270263672,0.010881185531616211
3409,0,0,804,1000,43,21,1037.7241379310344,0,0,0,0,0,5.396312952041626,2.9612207412719727,1.1264770030975342,0.6750640869140625,0.16228008270263672,0.010885000228881836
3410,0,0,804,1000,20,8,1815.2727272727273,0,0,0,0,0,5.397526025772095,2.962235689163208,1.1264779567718506,0.6750681400299072,0.16238117218017578,0.010887861251831055
3411,0,0,804,1000,34,13,1066.3793103448274,0,0,0,0,0,5.399271011352539,2.9638094902038574,1.1264798641204834,0.6750922203063965,0.16238117218017578,0.010890960693359375
3412,0,0,804,1000,44,22,848.52,0,1,0,0,2,5.403284072875977,2.9649264812469482,1.128093957901001,0.6760351657867432,0.16253137588500977,0.010895729064941406
3413,0,0,804,1000,41,21,734.5238095238096,0,0,0,0,0,5.404512882232666,2.965984344482422,1.1280949115753174,0.6760432720184326,0.16253137588500977,0.010899543762207031
3414,0,0,804,1000,23,11,950.9230769230771,0,1,1,0,2,5.408897876739502,2.9670941829681396,1.1299309730529785,0.677065372467041,0.162750244140625,0.010901451110839844
3415,0,0,804,1000,32,12,858.4499999999998,0,0,0,0,0,5.410160064697266,2.968203067779541,1.1299309730529785,0.6770853996276855,0.162750244140625,0.010907411575317383
3416,0,0,804,1000,42,19,1484.96,0,0,0,0,0,5.411435842514038,2.9692599773406982,1.1299490928649902,0.6771373748779297,0.162750244140625,0.010910511016845703
3417,0,0,804,1000,21,11,1234.25,0,0,0,0,0,5.412569046020508,2.970278739929199,1.1299500465393066,0.6771540641784668,0.162750244140625,0.010913610458374023
3418,0,0,804,1000,34,24,713.1538461538462,0,0,1,0,1,5.41712498664856,2.9716436862945557,1.1315739154815674,0.678027868270874,0.16307330131530762,0.010916709899902344
3419,0,0,803,1000,33,12,614.8333333333335,0,0,1,0,2,5.420769929885864,2.972707509994507,1.1332528591156006,0.6786830425262451,0.16315722465515137,0.010922431945800781
3420,0,0,803,1000,30,16,825.4705882352941,0,1,1,0,2,5.425235033035278,2.9738786220550537,1.1349596977233887,0.6796331405639648,0.16342806816101074,0.01092672348022461
3421,0,0,803,1000,32,10,387.4545454545455,0,0,0,0,0,5.426490068435669,2.975005865097046,1.134960651397705,0.6796379089355469,0.16342806816101074,0.01093149185180664
3422,0,0,803,1000,26,18,967.542857142857,0,0,0,0,0,5.427731037139893,2.9760780334472656,1.1349618434906006,0.6796658039093018,0.16342806816101074,0.010935544967651367
3423,0,0,803,1000,32,15,1328.7619047619046,0,0,0,0,0,5.429003000259399,2.97721791267395,1.134962797164917,0.6796729564666748,0.16342806816101074,0.010938167572021484
3424,0,0,803,1000,30,15,925.3793103448274,0,0,0,0,0,5.430774927139282,2.9787509441375732,1.1349637508392334,0.6796977519989014,0.16342806816101074,0.010941267013549805
3425,0,0,803,1000,24,12,1268.3157894736842,0,0,0,0,0,5.432033061981201,2.979886054992676,1.1349644660949707,0.6797029972076416,0.16342806816101074,0.010946512222290039
3426,0,0,803,1000,31,12,1265.6875,0,1,0,0,2,5.436178207397461,2.980994939804077,1.1366636753082275,0.6807172298431396,0.16361713409423828,0.010950565338134766
3427,0,0,803,1000,36,15,927.8235294117649,0,0,0,0,0,5.437481164932251,2.9821417331695557,1.136664628982544,0.6807241439819336,0.16361713409423828,0.01095438003540039
3428,0,0,803,1000,34,20,1042.5714285714284,0,0,1,0,1,5.441528081893921,2.983715772628784,1.1382777690887451,0.6812570095062256,0.1637430191040039,0.010958194732666016
3429,0,0,803,1000,28,18,988.2608695652175,0,0,1,0,2,5.445395231246948,2.984827756881714,1.1399765014648438,0.6820230484008789,0.16387104988098145,0.010964393615722656
3430,0,0,803,1000,27,11,1081.12,0,0,0,0,0,5.447221994400024,2.9863197803497314,1.1399784088134766,0.6820452213287354,0.16398024559020996,0.010968208312988281
3431,0,0,803,1000,35,25,759.5925925925926,0,0,0,0,0,5.448760032653809,2.9874989986419678,1.139979362487793,0.682056188583374,0.16412019729614258,0.010973453521728516
3432,0,0,803,1000,28,14,905.8095238095239,0,0,0,0,0,5.449962854385376,2.9885571002960205,1.1399803161621094,0.6820733547210693,0.16412019729614258,0.010976552963256836
3433,0,0,803,1000,37,21,965.8965517241381,0,0,0,0,0,5.451314210891724,2.989712953567505,1.1399803161621094,0.682105541229248,0.16412019729614258,0.010979652404785156
3434,0,0,803,1000,32,14,1551.8823529411766,0,0,1,0,2,5.455667018890381,2.99082088470459,1.142160177230835,0.6829128265380859,0.16423630714416504,0.010982513427734375
3435,0,0,803,1000,33,23,803.2083333333335,0,0,0,0,0,5.457057952880859,2.99200701713562,1.1421623229980469,0.6829228401184082,0.16423630714416504,0.010988235473632812
3436,0,0,803,1000,26,15,758.2666666666669,0,0,0,0,0,5.458294868469238,2.9931089878082275,1.1421630382537842,0.6829299926757812,0.16423630714416504,0.010992288589477539
3437,0,0,803,1000,20,10,1135.8666666666668,0,0,0,0,0,5.4594762325286865,2.994187831878662,1.1421630382537842,0.6829352378845215,0.16423630714416504,0.01099538803100586
3438,0,0,803,1000,45,18,1368.7419354838707,0,0,0,0,0,5.460762023925781,2.9952926635742188,1.1421639919281006,0.6829612255096436,0.16423630714416504,0.010998249053955078
3439,0,0,803,1000,42,21,957.7931034482758,0,0,0,0,0,5.462176084518433,2.996459722518921,1.142164945602417,0.6829941272735596,0.16423630714416504,0.011001348495483398
3440,0,0,803,1000,45,23,1031.875,0,0,0,0,0,5.464097023010254,2.998166799545288,1.142167091369629,0.6830053329467773,0.16423630714416504,0.011005401611328125
3441,0,0,803,1000,37,22,1408.7826086956522,0,0,0,0,0,5.465444087982178,2.999321937561035,1.1421680450439453,0.683016300201416,0.16423630714416504,0.011010408401489258
3442,0,0,803,1000,37,15,886.8823529411766,0,0,1,0,2,5.469306945800781,3.0004591941833496,1.1438651084899902,0.6837940216064453,0.1643373966217041,0.011014461517333984
3443,0,0,803,1000,31,12,672.230769230769,0,0,0,0,0,5.47095799446106,3.001875162124634,1.1438677310943604,0.6838040351867676,0.1643373966217041,0.011017560958862305
3444,0,0,803,1000,31,18,938.6363636363635,0,0,0,0,0,5.4725799560546875,3.0031843185424805,1.1438698768615723,0.6838128566741943,0.16445422172546387,0.011026620864868164
3445,0,0,803,1000,39,26,1098.6333333333332,0,0,0,0,0,5.4740190505981445,3.004298448562622,1.1438710689544678,0.6838250160217285,0.16455936431884766,0.01103067398071289
3446,0,0,803,1000,27,19,1107.5,0,1,0,0,2,5.47795295715332,3.0054025650024414,1.145552396774292,0.6846833229064941,0.164689302444458,0.011033773422241211
3447,0,0,802,1000,30,6,1048.75,0,0,1,0,2,5.4822611808776855,3.0070712566375732,1.1473233699798584,0.6853044033050537,0.16480255126953125,0.011036872863769531
3448,0,0,802,1000,29,14,1196.6521739130435,0,0,0,0,0,5.483705997467041,3.008336305618286,1.147325038909912,0.6853303909301758,0.16480255126953125,0.011042118072509766
3449,0,0,804,1000,31,16,670.705882352941,0,0,1,0,0,5.488197088241577,3.0095162391662598,1.1495370864868164,0.6861262321472168,0.16494154930114746,0.011046409606933594
3450,0,0,804,1000,32,24,1190.2222222222222,0,0,1,0,2,5.492430925369263,3.010777235031128,1.1511759757995605,0.6870594024658203,0.1651134490966797,0.011053323745727539
3451,0,0,804,1000,40,14,1492.625,0,0,0,0,0,5.49376916885376,3.0119433403015137,1.151176929473877,0.6870834827423096,0.1651134490966797,0.011057376861572266
3452,0,0,804,1000,32,11,701.3076923076924,0,0,0,0,0,5.4957122802734375,3.0137085914611816,1.1511790752410889,0.6870906352996826,0.1651134490966797,0.011067390441894531
3453,0,0,804,1000,42,13,1575.9615384615386,0,0,0,0,0,5.49735689163208,3.014988660812378,1.1511800289154053,0.6871137619018555,0.16528534889221191,0.011072635650634766
3454,0,0,804,1000,39,22,961.3225806451615,0,0,1,0,1,5.501462936401367,3.016209602355957,1.1529908180236816,0.6878869533538818,0.1653904914855957,0.011076688766479492
3455,0,0,804,1000,28,16,1031.8064516129034,1,0,1,0,1,5.505510091781616,3.0173532962799072,1.154782772064209,0.6886539459228516,0.16555523872375488,0.011079788208007812
3456,0,0,804,1000,32,10,767.1538461538462,0,0,0,0,0,5.506833076477051,3.0185365676879883,1.1547837257385254,0.68865966796875,0.16555523872375488,0.011086702346801758
3457,0,0,804,1000,30,17,854.6111111111113,0,0,0,0,0,5.508162975311279,3.019711494445801,1.1547844409942627,0.6886680126190186,0.16555523872375488,0.011090755462646484
3458,0,0,804,1000,28,10,989.75,0,0,0,0,0,5.509408235549927,3.0208423137664795,1.15478515625,0.6886730194091797,0.16555523872375488,0.011093854904174805
3459,0,0,803,1000,40,20,834.4166666666665,0,0,1,0,2,5.5137529373168945,3.022071123123169,1.1565310955047607,0.6896476745605469,0.1657242774963379,0.011096954345703125
3460,0,0,803,1000,30,13,536.9230769230771,0,0,0,0,0,5.515242099761963,3.0233030319213867,1.1565320491790771,0.6896536350250244,0.16582250595092773,0.011102914810180664
3461,0,0,803,1000,36,17,621.3888888888887,0,0,0,0,0,5.516679048538208,3.024472951889038,1.1565330028533936,0.6896605491638184,0.16592025756835938,0.011106014251708984
3462,0,0,803,1000,50,20,750.5999999999999,0,1,1,0,2,5.521407842636108,3.025658130645752,1.1587138175964355,0.690676212310791,0.16607141494750977,0.01110982894897461
3463,0,0,804,1000,34,25,944.2592592592591,0,1,0,0,1,5.52544093132019,3.0268430709838867,1.1603379249572754,0.6915092468261719,0.16623330116271973,0.01111602783203125
3464,0,0,804,1000,26,7,1522.8181818181818,0,0,0,0,0,5.526798963546753,3.0280861854553223,1.160339117050171,0.6915249824523926,0.16623330116271973,0.011120080947875977
3465,0,0,804,1000,31,17,684.6666666666665,0,0,0,0,0,5.528606176376343,3.0297021865844727,1.1603412628173828,0.6915349960327148,0.16623330116271973,0.011122941970825195
3466,0,0,804,1000,35,17,1140.7222222222222,0,0,1,0,2,5.5326361656188965,3.030872344970703,1.1620702743530273,0.6923732757568359,0.1663522720336914,0.011128902435302734
3467,0,0,804,1000,31,8,708.0,0,0,0,0,0,5.533930063247681,3.032046318054199,1.1620712280273438,0.6923785209655762,0.1663522720336914,0.01113271713256836
3468,0,0,804,1000,32,18,1257.0476190476193,0,0,1,0,1,5.538646936416626,3.033365249633789,1.1639504432678223,0.6933095455169678,0.16656041145324707,0.011136770248413086
3469,0,0,804,1000,38,13,1656.3076923076924,0,0,0,0,0,5.540060043334961,3.0345921516418457,1.1639513969421387,0.6933376789093018,0.16656041145324707,0.011142969131469727
3470,0,0,804,1000,30,15,1434.5454545454545,0,1,1,0,2,5.544422149658203,3.0357301235198975,1.1661555767059326,0.6940665245056152,0.16669940948486328,0.01114797592163086
3471,0,0,804,1000,31,15,550.5294117647059,0,0,0,0,0,5.5458762645721436,3.0370051860809326,1.166156530380249,0.6940734386444092,0.16669940948486328,0.011153936386108398
3472,0,0,806,1000,26,17,1182.7391304347825,0,0,1,0,0,5.549922943115234,3.0381252765655518,1.1678745746612549,0.6949722766876221,0.16685128211975098,0.011157751083374023
3473,0,0,806,1000,27,9,1526.8846153846155,0,0,0,0,0,5.551168918609619,3.039215326309204,1.1678755283355713,0.6949903964996338,0.16685128211975098,0.011160612106323242
3474,0,0,806,1000,25,12,655.1538461538462,0,0,0,0,0,5.552890062332153,3.040783405303955,1.167877435684204,0.6949975490570068,0.16685128211975098,0.011165857315063477
3475,0,0,806,1000,32,20,869.8620689655172,0,0,0,0,0,5.554279088973999,3.0419721603393555,1.1678783893585205,0.6950278282165527,0.16685128211975098,0.01117086410522461
3476,0,0,806,1000,32,21,760.818181818182,0,0,0,0,0,5.555580139160156,3.043097972869873,1.167879343032837,0.6950368881225586,0.16685128211975098,0.011174678802490234
