Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
34,0,0,50,50,2,1,0.0,0,0,0,2,0,0.003432035446166992,0.002218484878540039,2.6702880859375e-05,4.553794860839844e-05,0.0,8.702278137207031e-05
35,0,0,51,51,2,1,0.0,0,0,0,1,0,0.0035600662231445312,0.0023136138916015625,2.765655517578125e-05,4.649162292480469e-05,0.0,8.869171142578125e-05
36,0,0,52,52,3,2,8.5,0,0,0,1,0,0.0036809444427490234,0.0023956298828125,2.765655517578125e-05,4.839897155761719e-05,0.0,9.1552734375e-05
37,0,0,53,53,2,1,0.0,0,0,0,1,0,0.003801107406616211,0.0024836063385009766,2.86102294921875e-05,4.9591064453125e-05,0.0,9.465217590332031e-05
38,0,0,55,55,2,1,0.0,0,0,0,2,0,0.0039288997650146484,0.0025796890258789062,2.956390380859375e-05,5.054473876953125e-05,0.0,9.751319885253906e-05
39,0,0,56,56,2,1,12.0,0,0,0,1,0,0.004045963287353516,0.0026657581329345703,3.0517578125e-05,5.14984130859375e-05,0.0,0.00010061264038085938
40,0,0,58,58,2,1,0.0,0,0,0,2,0,0.004174947738647461,0.002763509750366211,3.0517578125e-05,5.245208740234375e-05,0.0,0.00010275840759277344
41,0,0,60,60,2,1,0.0,0,0,0,2,0,0.004309892654418945,0.0028667449951171875,3.147125244140625e-05,5.364418029785156e-05,0.0,0.00010466575622558594
42,0,0,62,63,3,1,35.0,0,0,1,1,0,0.004601955413818359,0.0029697418212890625,3.24249267578125e-05,9.894371032714844e-05,0.0001049041748046875,0.0001068115234375
43,0,0,63,64,5,4,18.25,0,0,0,1,0,0.004764080047607422,0.0030755996704101562,3.361701965332031e-05,0.0001010894775390625,0.0001049041748046875,0.00011205673217773438
44,0,0,64,65,3,1,8.0,0,0,0,1,0,0.004904031753540039,0.0031805038452148438,3.457069396972656e-05,0.00010180473327636719,0.0001049041748046875,0.00011420249938964844
45,0,0,67,68,2,1,43.0,0,0,1,1,0,0.0051610469818115234,0.0032796859741210938,3.552436828613281e-05,0.00016307830810546875,0.00016689300537109375,0.00011587142944335938
46,0,0,68,69,4,3,14.666666666666668,0,0,0,1,0,0.005320072174072266,0.0033919811248779297,3.6716461181640625e-05,0.0001647472381591797,0.00016689300537109375,0.00011873245239257812
47,0,0,69,70,3,2,17.0,0,0,0,1,0,0.0054700374603271484,0.0035021305084228516,3.7670135498046875e-05,0.00016570091247558594,0.00016689300537109375,0.00012159347534179688
48,0,0,70,71,2,1,8.0,0,0,0,1,0,0.005607128143310547,0.003607034683227539,3.886222839355469e-05,0.0001666545867919922,0.00016689300537109375,0.00012445449829101562
49,0,0,71,72,3,1,45.0,0,0,0,1,0,0.0057599544525146484,0.003726959228515625,4.00543212890625e-05,0.00016760826110839844,0.00016689300537109375,0.00012755393981933594
50,0,0,72,73,3,1,40.0,0,0,0,1,0,0.00590825080871582,0.0038428306579589844,4.100799560546875e-05,0.00016951560974121094,0.00016689300537109375,0.00013065338134765625
51,0,0,74,75,2,1,0.0,0,0,0,2,0,0.006062984466552734,0.003964900970458984,4.172325134277344e-05,0.0001704692840576172,0.00016689300537109375,0.0001323223114013672
52,0,0,75,76,4,3,22.0,0,0,0,1,0,0.0062181949615478516,0.004075765609741211,4.267692565917969e-05,0.0001723766326904297,0.00016689300537109375,0.0001354217529296875
53,0,0,76,77,4,2,2.5,0,0,0,1,0,0.006381034851074219,0.0041997432708740234,4.267692565917969e-05,0.00017452239990234375,0.00016689300537109375,0.00013756752014160156
54,0,0,77,78,4,1,0.0,0,0,0,1,0,0.006527900695800781,0.004311561584472656,4.267692565917969e-05,0.00017547607421875,0.00016689300537109375,0.00014066696166992188
55,0,0,78,79,5,4,31.75,0,0,0,1,0,0.00670313835144043,0.004435539245605469,4.3392181396484375e-05,0.00017762184143066406,0.00016689300537109375,0.00014281272888183594
56,0,0,79,80,5,2,28.5,0,0,0,1,0,0.0069310665130615234,0.004561662673950195,4.3392181396484375e-05,0.00017881393432617188,0.00022459030151367188,0.00014591217041015625
57,0,0,80,81,4,2,42.0,0,0,0,1,0,0.007157087326049805,0.004687786102294922,4.4345855712890625e-05,0.00018072128295898438,0.00028133392333984375,0.0001475811004638672
58,0,0,81,82,3,2,9.0,0,0,0,1,0,0.007323026657104492,0.004812717437744141,4.5299530029296875e-05,0.00018167495727539062,0.00028133392333984375,0.00015044212341308594
59,0,0,82,83,2,1,28.0,0,0,0,1,0,0.007534027099609375,0.004930734634399414,4.6253204345703125e-05,0.00018262863159179688,0.000339508056640625,0.000152587890625
60,0,0,83,85,5,2,33.66666666666667,0,0,1,0,0,0.007806062698364258,0.005044698715209961,4.7206878662109375e-05,0.00023674964904785156,0.00039958953857421875,0.00015473365783691406
61,0,0,86,88,3,2,29.0,0,0,1,1,0,0.008118867874145508,0.005173683166503906,4.8160552978515625e-05,0.00031757354736328125,0.00046062469482421875,0.0001575946807861328
62,0,0,87,89,3,2,45.0,0,0,0,1,0,0.008285045623779297,0.005298614501953125,4.935264587402344e-05,0.0003192424774169922,0.00046062469482421875,0.0001595020294189453
63,0,0,90,92,4,3,26.333333333333336,0,1,0,1,0,0.008642911911010742,0.00543665885925293,5.030632019042969e-05,0.00039315223693847656,0.0005595684051513672,0.00016260147094726562
64,0,0,91,93,3,2,12.0,0,0,0,1,0,0.008821964263916016,0.005572795867919922,5.14984130859375e-05,0.00039505958557128906,0.0005595684051513672,0.00016570091247558594
65,0,0,92,94,2,1,52.0,0,0,0,1,0,0.008985042572021484,0.0057027339935302734,5.269050598144531e-05,0.0003960132598876953,0.0005595684051513672,0.0001678466796875
66,0,0,92,94,5,3,36.5,0,0,0,0,0,0.009156942367553711,0.005825519561767578,5.340576171875e-05,0.0003981590270996094,0.0005595684051513672,0.0001709461212158203
67,0,0,93,95,4,2,22.0,0,0,0,1,0,0.009339094161987305,0.005968570709228516,5.459785461425781e-05,0.0004000663757324219,0.0005595684051513672,0.00017404556274414062
68,0,0,94,96,5,4,14.25,0,0,0,1,0,0.009536027908325195,0.0061147212982177734,5.459785461425781e-05,0.0004019737243652344,0.0005595684051513672,0.0001761913299560547
69,0,0,97,99,4,3,34.666666666666664,0,1,1,1,0,0.009894132614135742,0.006253719329833984,5.53131103515625e-05,0.0004885196685791016,0.0006456375122070312,0.0001780986785888672
70,0,0,98,100,5,3,10.333333333333336,0,0,0,1,0,0.010093927383422852,0.0064046382904052734,5.626678466796875e-05,0.0004906654357910156,0.0006456375122070312,0.0001811981201171875
71,0,0,99,101,5,1,24.0,0,0,0,1,0,0.010277986526489258,0.006552696228027344,5.7220458984375e-05,0.0004918575286865234,0.0006456375122070312,0.0001842975616455078
72,0,0,102,104,5,1,62.0,0,0,1,1,0,0.010607004165649414,0.006703853607177734,5.793571472167969e-05,0.0005767345428466797,0.000701904296875,0.00018739700317382812
73,0,0,102,104,6,2,35.5,0,0,0,0,0,0.01079106330871582,0.006841897964477539,5.888938903808594e-05,0.0005776882171630859,0.000701904296875,0.00019049644470214844
74,0,0,103,105,2,1,0.0,0,0,0,1,0,0.010967016220092773,0.006983041763305664,6.008148193359375e-05,0.0005786418914794922,0.000701904296875,0.0001926422119140625
75,0,0,104,106,3,1,0.0,0,0,0,1,0,0.011148929595947266,0.007131814956665039,6.103515625e-05,0.000579833984375,0.000701904296875,0.0001957416534423828
76,0,0,105,108,6,3,28.75,0,0,1,0,0,0.011499881744384766,0.00727081298828125,6.198883056640625e-05,0.0006809234619140625,0.0007619857788085938,0.0001976490020751953
77,0,0,106,109,4,2,54.0,0,0,0,1,0,0.011699199676513672,0.00742793083190918,6.198883056640625e-05,0.0006830692291259766,0.0007619857788085938,0.0001995563507080078
78,0,0,109,112,5,3,45.0,0,1,1,1,0,0.012079000473022461,0.007588863372802734,6.318092346191406e-05,0.0007712841033935547,0.0008459091186523438,0.00020122528076171875
79,0,0,110,113,3,2,19.5,0,0,0,1,0,0.012276172637939453,0.007745027542114258,6.437301635742188e-05,0.0007731914520263672,0.0008459091186523438,0.0002033710479736328
80,0,0,112,115,6,3,26.0,0,0,1,0,0,0.012710094451904297,0.007967948913574219,6.437301635742188e-05,0.0008711814880371094,0.0009100437164306641,0.00020623207092285156
81,0,0,113,116,3,2,34.0,0,0,0,1,0,0.012916088104248047,0.008134126663208008,6.532669067382812e-05,0.0008730888366699219,0.0009100437164306641,0.00020933151245117188
82,0,0,115,118,8,3,46.333333333333336,0,1,0,0,0,0.013289213180541992,0.00828409194946289,6.628036499023438e-05,0.000965118408203125,0.0009891986846923828,0.00021195411682128906
83,0,0,115,118,5,4,28.5,0,0,0,0,0,0.013495922088623047,0.0084381103515625,6.723403930664062e-05,0.0009672641754150391,0.0009891986846923828,0.00021386146545410156
84,0,0,115,118,8,3,20.75,0,0,0,0,0,0.013700008392333984,0.008594036102294922,6.842613220214844e-05,0.0009691715240478516,0.0009891986846923828,0.00021696090698242188
85,0,0,115,118,5,2,14.0,0,0,0,0,0,0.013890981674194336,0.0087432861328125,6.937980651855469e-05,0.0009703636169433594,0.0009891986846923828,0.00021910667419433594
86,0,0,118,121,4,2,62.5,0,0,1,1,0,0.014278173446655273,0.008914470672607422,7.033348083496094e-05,0.0010776519775390625,0.0010561943054199219,0.0002243518829345703
87,0,0,118,121,7,3,39.0,0,0,0,0,0,0.014483213424682617,0.009070634841918945,7.128715515136719e-05,0.0010797977447509766,0.0010561943054199219,0.00022721290588378906
88,0,0,118,121,5,3,30.666666666666664,0,0,0,0,0,0.014678955078125,0.009219646453857422,7.224082946777344e-05,0.0010819435119628906,0.0010561943054199219,0.0002288818359375
89,0,0,118,121,6,5,36.0,0,0,0,0,0,0.014894962310791016,0.009380578994750977,7.319450378417969e-05,0.0010838508605957031,0.0010561943054199219,0.00023102760314941406
90,0,0,119,122,3,2,17.5,0,0,0,1,0,0.015096902847290039,0.009542703628540039,7.414817810058594e-05,0.0010848045349121094,0.0010561943054199219,0.0002338886260986328
91,0,0,120,123,7,4,29.0,0,0,1,0,0,0.015452146530151367,0.009696006774902344,7.510185241699219e-05,0.0011436939239501953,0.0011441707611083984,0.0002357959747314453
92,0,0,122,125,8,4,36.0,0,1,1,0,0,0.015879154205322266,0.009855985641479492,7.605552673339844e-05,0.0012574195861816406,0.0012412071228027344,0.00023889541625976562
93,0,0,123,126,5,3,36.333333333333336,0,0,0,1,0,0.01610422134399414,0.010032892227172852,7.605552673339844e-05,0.0012593269348144531,0.0012412071228027344,0.00024175643920898438
94,0,0,123,126,6,1,67.0,0,0,0,0,0,0.01630401611328125,0.01019597053527832,7.700920104980469e-05,0.0012602806091308594,0.0012412071228027344,0.0002446174621582031
95,0,0,124,127,5,3,20.33333333333333,0,0,0,1,0,0.016532182693481445,0.0103759765625,7.796287536621094e-05,0.0012619495391845703,0.0012412071228027344,0.0002467632293701172
96,0,0,125,129,5,2,60.0,0,0,1,0,0,0.01688694953918457,0.010540962219238281,7.796287536621094e-05,0.0013399124145507812,0.001310110092163086,0.00024962425231933594
97,0,0,126,130,5,4,28.5,0,0,0,1,0,0.01711297035217285,0.01071476936340332,7.796287536621094e-05,0.0013430118560791016,0.001310110092163086,0.00025177001953125
98,0,0,126,130,6,5,55.4,0,0,0,0,0,0.017407894134521484,0.010885477066040039,7.915496826171875e-05,0.0013451576232910156,0.0013751983642578125,0.0002548694610595703
99,0,0,126,130,6,2,85.0,0,0,0,0,0,0.017668962478637695,0.011046648025512695,7.987022399902344e-05,0.0013473033905029297,0.0014300346374511719,0.0002579689025878906
100,0,0,126,130,5,4,52.5,0,0,0,0,0,0.017889022827148438,0.011215925216674805,8.082389831542969e-05,0.0013492107391357422,0.0014300346374511719,0.00026106834411621094
101,0,0,126,130,6,5,52.5,0,0,0,0,0,0.018171072006225586,0.011380910873413086,8.153915405273438e-05,0.0013523101806640625,0.0014891624450683594,0.00026416778564453125
102,0,0,127,131,5,1,0.0,0,0,0,1,0,0.018388032913208008,0.011560916900634766,8.249282836914062e-05,0.001354217529296875,0.0014891624450683594,0.0002663135528564453
103,0,0,129,133,5,3,51.333333333333336,0,0,1,0,0,0.01877903938293457,0.011726856231689453,8.344650268554688e-05,0.0014681816101074219,0.0015521049499511719,0.00026917457580566406
104,0,0,130,134,5,2,49.5,0,0,0,1,0,0.019011974334716797,0.0119171142578125,8.440017700195312e-05,0.0014700889587402344,0.0015521049499511719,0.0002722740173339844
105,0,0,130,134,6,5,61.8,0,0,0,0,0,0.019239187240600586,0.012089967727661133,8.511543273925781e-05,0.0014719963073730469,0.0015521049499511719,0.0002753734588623047
106,0,0,130,134,6,1,43.0,0,0,0,0,0,0.019438982009887695,0.012253999710083008,8.58306884765625e-05,0.0014731884002685547,0.0015521049499511719,0.00027823448181152344
107,0,0,132,137,5,1,94.0,0,0,1,1,0,0.019789934158325195,0.012441158294677734,8.678436279296875e-05,0.0015461444854736328,0.0016062259674072266,0.0002803802490234375
108,0,0,133,138,4,2,47.5,0,0,0,1,0,0.020020246505737305,0.01263117790222168,8.678436279296875e-05,0.0015482902526855469,0.0016062259674072266,0.0002834796905517578
109,0,0,134,139,4,2,61.666666666666664,0,0,0,1,0,0.02025008201599121,0.012820005416870117,8.7738037109375e-05,0.001550436019897461,0.0016062259674072266,0.000286102294921875
110,0,0,135,140,5,3,18.66666666666667,0,0,0,1,0,0.02049088478088379,0.0130157470703125,8.869171142578125e-05,0.0015523433685302734,0.0016062259674072266,0.0002892017364501953
111,0,0,136,142,8,5,48.0,0,0,1,0,0,0.020881175994873047,0.01319265365600586,8.940696716308594e-05,0.0016474723815917969,0.0016651153564453125,0.0002923011779785156
112,0,0,138,144,10,3,72.75,0,1,1,0,0,0.021312952041625977,0.013371467590332031,9.036064147949219e-05,0.0017635822296142578,0.0017480850219726562,0.0002951622009277344
113,0,0,141,147,4,3,87.0,0,1,0,1,0,0.021754026412963867,0.013562440872192383,9.1552734375e-05,0.0018856525421142578,0.0018270015716552734,0.0002982616424560547
114,0,0,141,147,8,5,69.2,0,0,0,0,0,0.02200794219970703,0.013756513595581055,9.274482727050781e-05,0.0018877983093261719,0.0018270015716552734,0.00030040740966796875
115,0,0,142,148,5,4,27.799999999999997,0,0,0,1,0,0.02226400375366211,0.013960599899291992,9.393692016601562e-05,0.001889944076538086,0.0018270015716552734,0.00030350685119628906
116,0,0,142,148,6,5,68.8,0,0,0,0,0,0.02250504493713379,0.01414346694946289,9.489059448242188e-05,0.00189208984375,0.0018270015716552734,0.0003066062927246094
117,0,0,142,148,5,2,62.5,0,0,0,0,0,0.02272820472717285,0.014325618743896484,9.584426879882812e-05,0.0018932819366455078,0.0018270015716552734,0.0003082752227783203
118,0,0,144,150,9,5,59.6,0,0,1,0,0,0.023167133331298828,0.014519691467285156,9.584426879882812e-05,0.002015352249145508,0.001889944076538086,0.0003108978271484375
119,0,0,144,150,6,3,53.25,0,0,0,0,0,0.023400068283081055,0.014703750610351562,9.703636169433594e-05,0.0020170211791992188,0.001889944076538086,0.0003139972686767578
120,0,0,144,150,7,2,61.5,0,0,0,0,0,0.023627042770385742,0.014887809753417969,9.799003601074219e-05,0.002019166946411133,0.001889944076538086,0.00031685829162597656
121,0,0,144,150,7,2,26.0,0,0,0,0,0,0.02385401725769043,0.015071868896484375,9.918212890625e-05,0.0020210742950439453,0.001889944076538086,0.00031876564025878906
122,0,0,144,150,5,1,106.0,0,0,0,0,0,0.02407097816467285,0.015252828598022461,0.00010013580322265625,0.00202178955078125,0.001889944076538086,0.0003218650817871094
123,0,0,147,153,5,3,66.0,0,1,0,1,0,0.024584054946899414,0.015460014343261719,0.00010132789611816406,0.002185821533203125,0.001984834671020508,0.0003249645233154297
124,0,0,149,155,9,7,53.85714285714286,0,1,1,0,0,0.02504706382751465,0.01564788818359375,0.00010251998901367188,0.002303600311279297,0.002069711685180664,0.0003266334533691406
125,0,0,152,158,5,4,41.5,0,1,1,1,0,0.025541067123413086,0.01585078239440918,0.00010347366333007812,0.0024378299713134766,0.002170562744140625,0.0003285408020019531
126,0,0,152,158,7,5,58.599999999999994,0,0,0,0,0,0.025802135467529297,0.0160520076751709,0.00010442733764648438,0.0024399757385253906,0.002170562744140625,0.0003306865692138672
127,0,0,152,158,8,4,67.5,0,0,0,0,0,0.02605414390563965,0.016249895095825195,0.00010538101196289062,0.0024421215057373047,0.002170562744140625,0.0003325939178466797
128,0,0,152,158,7,2,58.66666666666667,0,0,0,0,0,0.0262911319732666,0.016445159912109375,0.00010538101196289062,0.002444028854370117,0.002170562744140625,0.000335693359375
129,0,0,154,160,5,2,79.5,0,1,0,0,0,0.02675604820251465,0.016649246215820312,0.00010633468627929688,0.0025701522827148438,0.0022644996643066406,0.00033855438232421875
130,0,0,154,160,6,2,59.0,0,0,0,0,0,0.027006149291992188,0.01685643196105957,0.00010633468627929688,0.0025720596313476562,0.0022644996643066406,0.00034165382385253906
131,0,0,154,160,6,5,61.8,0,0,0,0,0,0.027262210845947266,0.01705646514892578,0.00010633468627929688,0.002574920654296875,0.0022644996643066406,0.0003445148468017578
132,0,0,155,161,5,4,43.5,0,0,0,1,0,0.027538061141967773,0.017281532287597656,0.00010633468627929688,0.0025777816772460938,0.0022644996643066406,0.000347137451171875
133,0,0,157,163,10,2,57.5,0,0,1,0,0,0.028010845184326172,0.017479658126831055,0.00010633468627929688,0.002710580825805664,0.002358675003051758,0.0003502368927001953
134,0,0,157,163,7,2,69.5,0,0,0,0,0,0.028259992599487305,0.0176849365234375,0.00010633468627929688,0.0027124881744384766,0.002358675003051758,0.0003533363342285156
135,0,0,160,166,5,4,54.75,0,1,0,1,0,0.028762102127075195,0.017897844314575195,0.00010728836059570312,0.002852201461791992,0.0024535655975341797,0.0003554821014404297
136,0,0,161,168,6,3,88.5,0,0,1,0,0,0.029183149337768555,0.01810288429260254,0.00010848045349121094,0.0029442310333251953,0.002526521682739258,0.00035858154296875
137,0,0,161,168,5,3,60.5,0,0,0,0,0,0.029443979263305664,0.018315792083740234,0.00010848045349121094,0.002946138381958008,0.002526521682739258,0.00036144256591796875
138,0,0,161,168,6,5,52.599999999999994,0,0,0,0,0,0.029706954956054688,0.018522024154663086,0.00010848045349121094,0.002949237823486328,0.002526521682739258,0.00036454200744628906
139,0,0,161,168,5,4,48.25,0,0,0,0,0,0.029966115951538086,0.018728971481323242,0.00010848045349121094,0.002951383590698242,0.002526521682739258,0.0003666877746582031
140,0,0,161,168,9,7,61.25,0,0,0,0,0,0.030332088470458984,0.018939733505249023,0.00010943412780761719,0.0029544830322265625,0.0026082992553710938,0.0003685951232910156
141,0,0,161,168,5,3,43.0,0,0,0,0,0,0.03058910369873047,0.0191500186920166,0.000110626220703125,0.0029561519622802734,0.0026082992553710938,0.00037169456481933594
142,0,0,161,168,7,3,53.66666666666667,0,0,0,0,0,0.03084707260131836,0.019361019134521484,0.000110626220703125,0.0029582977294921875,0.0026082992553710938,0.00037360191345214844
143,0,0,161,168,10,8,63.888888888888886,0,0,0,0,0,0.031133174896240234,0.01957106590270996,0.00011157989501953125,0.002961397171020508,0.0026082992553710938,0.0003764629364013672
144,0,0,162,170,7,3,75.25,0,0,1,0,0,0.031536102294921875,0.019774913787841797,0.00011229515075683594,0.0030536651611328125,0.0026662349700927734,0.00037860870361328125
145,0,0,162,170,5,1,22.0,0,0,0,0,0,0.031770944595336914,0.019971132278442383,0.00011229515075683594,0.0030546188354492188,0.0026662349700927734,0.00038170814514160156
146,0,0,162,170,6,5,92.4,0,0,0,0,0,0.03203701972961426,0.02018141746520996,0.00011229515075683594,0.0030565261840820312,0.0026662349700927734,0.00038361549377441406
147,0,0,162,170,7,6,83.0,0,0,0,0,0,0.03231191635131836,0.020395517349243164,0.00011229515075683594,0.0030596256256103516,0.0026662349700927734,0.0003857612609863281
148,0,0,163,171,5,4,78.0,0,0,0,1,0,0.03257894515991211,0.020612478256225586,0.00011229515075683594,0.003061532974243164,0.0026662349700927734,0.0003886222839355469
149,0,0,163,171,7,5,61.8,0,0,0,0,0,0.03284597396850586,0.02082347869873047,0.00011324882507324219,0.0030646324157714844,0.0026662349700927734,0.0003917217254638672
150,0,0,165,173,6,3,39.0,0,1,0,0,0,0.03331398963928223,0.021036386489868164,0.00011444091796875,0.0031957626342773438,0.002742290496826172,0.0003948211669921875
151,0,0,166,174,5,2,37.0,0,0,0,1,0,0.03358817100524902,0.02126622200012207,0.00011444091796875,0.0031976699829101562,0.002742290496826172,0.0003979206085205078
152,0,0,166,176,8,3,85.0,0,0,1,0,0,0.033994197845458984,0.02148604393005371,0.00011444091796875,0.0032739639282226562,0.002802133560180664,0.00040078163146972656
153,0,0,167,178,7,4,92.6,0,0,1,0,0,0.034425973892211914,0.021692991256713867,0.00011539459228515625,0.0033779144287109375,0.0028679370880126953,0.0004036426544189453
