Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
861,0.74,0.592013249907985,454,552,44,23,463.8965517241379,0,0,0,0,0,0.4383432865142822,0.2913782596588135,0.0005009174346923828,0.04681754112243652,0.025151491165161133,0.003871917724609375
862,0.72,0.592013249907985,454,552,32,21,596.2413793103449,0,0,0,0,0,0.43903017044067383,0.2919301986694336,0.0005009174346923828,0.04681754112243652,0.025151491165161133,0.003875732421875
863,0.72,0.592013249907985,455,554,33,15,525.2222222222222,0,0,1,0,0,0.4401521682739258,0.29247522354125977,0.0005009174346923828,0.04719948768615723,0.02522444725036621,0.0038797855377197266
864,0.72,0.592013249907985,455,554,35,21,371.44827586206895,0,0,0,0,0,0.4408602714538574,0.29304027557373047,0.0005018711090087891,0.04719948768615723,0.02522444725036621,0.003883838653564453
865,0.72,0.592013249907985,456,556,34,14,410.0,0,0,1,0,0,0.442000150680542,0.29359936714172363,0.0005030632019042969,0.04758143424987793,0.02530360221862793,0.003887653350830078
866,0.72,0.592013249907985,458,558,43,18,597.2,0,1,1,0,0,0.44319939613342285,0.29416728019714355,0.0005030632019042969,0.047957658767700195,0.025412559509277344,0.0038917064666748047
867,0.72,0.592013249907985,458,558,36,15,380.70588235294116,0,0,0,0,0,0.4438941478729248,0.2947423458099365,0.0005030632019042969,0.047957658767700195,0.025412559509277344,0.0038967132568359375
868,0.72,0.592013249907985,458,558,26,11,494.125,0,0,0,0,0,0.4445481300354004,0.2953033447265625,0.0005040168762207031,0.047957658767700195,0.025412559509277344,0.003900766372680664
869,0.72,0.592013249907985,460,560,43,20,572.4230769230769,0,0,1,0,0,0.4458191394805908,0.29596543312072754,0.0005040168762207031,0.048325538635253906,0.025502681732177734,0.003905057907104492
870,0.72,0.592013249907985,462,562,28,17,547.5263157894738,0,1,1,0,0,0.44702839851379395,0.2965424060821533,0.0005049705505371094,0.048711538314819336,0.02561664581298828,0.003908872604370117
871,0.72,0.592013249907985,462,562,26,11,420.64285714285717,0,0,0,0,0,0.4476931095123291,0.29711031913757324,0.0005049705505371094,0.048711538314819336,0.02561664581298828,0.0039136409759521484
872,0.74,0.592013249907985,462,562,35,15,559.1052631578948,0,0,0,0,0,0.4483771324157715,0.29767847061157227,0.0005059242248535156,0.048711538314819336,0.02561664581298828,0.003918647766113281
873,0.74,0.592013249907985,463,564,28,12,454.05555555555554,0,0,1,0,0,0.4495072364807129,0.2982475757598877,0.0005068778991699219,0.049094438552856445,0.025688648223876953,0.003922939300537109
874,0.74,0.592013249907985,464,566,41,19,518.9565217391305,0,0,1,0,0,0.45070409774780273,0.298825740814209,0.0005078315734863281,0.0494842529296875,0.025768518447875977,0.003926992416381836
875,0.74,0.592013249907985,464,566,35,19,531.5769230769231,0,0,0,0,0,0.451401948928833,0.29938673973083496,0.0005078315734863281,0.0494842529296875,0.025768518447875977,0.003930807113647461
876,0.74,0.592013249907985,464,566,37,18,491.0,0,0,0,0,0,0.45209527015686035,0.29994773864746094,0.0005078315734863281,0.0494842529296875,0.025768518447875977,0.0039348602294921875
877,0.74,0.592013249907985,464,566,35,12,451.26666666666665,0,0,0,0,0,0.45277833938598633,0.30052638053894043,0.0005078315734863281,0.0494842529296875,0.025768518447875977,0.003938913345336914
878,0.74,0.592013249907985,464,566,31,14,643.8666666666667,0,0,0,0,0,0.4535541534423828,0.30109620094299316,0.0005078315734863281,0.0494842529296875,0.025861740112304688,0.003942728042602539
879,0.74,0.592013249907985,464,566,20,13,475.5,0,0,0,0,0,0.45419812202453613,0.301638126373291,0.0005078315734863281,0.0494842529296875,0.025861740112304688,0.003946542739868164
880,0.74,0.592013249907985,464,566,31,16,496.90909090909093,0,0,0,0,0,0.4548799991607666,0.3021969795227051,0.0005090236663818359,0.0494842529296875,0.025861740112304688,0.003950595855712891
881,0.74,0.592013249907985,465,568,44,25,449.80645161290323,0,1,1,0,0,0.4561033248901367,0.30278491973876953,0.0005102157592773438,0.04982805252075195,0.025978565216064453,0.003954648971557617
882,0.74,0.592013249907985,465,568,41,21,395.6923076923077,0,0,0,0,0,0.45691418647766113,0.30341506004333496,0.0005109310150146484,0.04982805252075195,0.025978565216064453,0.0039594173431396484
883,0.76,0.592013249907985,465,568,47,22,468.8787878787879,0,0,0,0,0,0.4576890468597412,0.304034948348999,0.0005121231079101562,0.04982805252075195,0.025978565216064453,0.003963470458984375
884,0.76,0.592013249907985,465,568,34,18,504.4782608695652,0,0,0,0,0,0.4584040641784668,0.3046228885650635,0.0005130767822265625,0.04982805252075195,0.025978565216064453,0.003967761993408203
885,0.76,0.592013249907985,467,570,35,20,428.2916666666667,0,1,1,0,0,0.4597811698913574,0.3052098751068115,0.0005130767822265625,0.0503537654876709,0.026096582412719727,0.003972053527832031
886,0.76,0.592013249907985,467,570,28,14,518.9411764705883,0,0,0,0,0,0.4604761600494385,0.30579566955566406,0.0005142688751220703,0.0503537654876709,0.026096582412719727,0.003975868225097656
887,0.76,0.592013249907985,467,570,28,14,625.0,0,0,0,0,0,0.46121716499328613,0.30634546279907227,0.0005142688751220703,0.0503537654876709,0.02617049217224121,0.003979682922363281
888,0.78,0.592013249907985,467,570,43,20,547.52,0,0,0,0,0,0.4619591236114502,0.3069431781768799,0.0005142688751220703,0.0503537654876709,0.02617049217224121,0.003983736038208008
889,0.76,0.592013249907985,467,570,34,19,484.2916666666667,0,0,0,0,0,0.4626631736755371,0.30751705169677734,0.0005142688751220703,0.0503537654876709,0.02617049217224121,0.003987789154052734
890,0.76,0.592013249907985,467,570,21,11,708.9166666666666,0,0,0,0,0,0.4633021354675293,0.30806684494018555,0.0005152225494384766,0.0503537654876709,0.02617049217224121,0.003991603851318359
891,0.78,0.592013249907985,467,570,31,15,504.1764705882353,0,0,0,0,0,0.46396899223327637,0.3086216449737549,0.0005152225494384766,0.0503537654876709,0.02617049217224121,0.003995418548583984
892,0.78,0.592013249907985,467,570,22,10,666.8461538461538,0,0,0,0,0,0.4646182060241699,0.3091855049133301,0.0005152225494384766,0.0503537654876709,0.02617049217224121,0.003999471664428711
893,0.78,0.592013249907985,469,572,40,17,635.4074074074074,0,1,1,0,0,0.4658241271972656,0.3097813129425049,0.0005161762237548828,0.05069875717163086,0.02629852294921875,0.00400233268737793
894,0.76,0.592013249907985,469,572,36,16,486.7,0,0,0,0,0,0.4665372371673584,0.31036925315856934,0.0005171298980712891,0.05069875717163086,0.02629852294921875,0.004006385803222656
895,0.76,0.592013249907985,469,572,40,18,493.23809523809524,0,0,0,0,0,0.46724724769592285,0.31094837188720703,0.0005180835723876953,0.05069875717163086,0.02629852294921875,0.004010200500488281
896,0.76,0.592013249907985,469,572,30,11,612.909090909091,0,0,0,0,0,0.4679081439971924,0.31151437759399414,0.0005192756652832031,0.05069875717163086,0.02629852294921875,0.004014253616333008
897,0.76,0.592013249907985,471,574,40,19,455.0869565217391,0,0,1,0,0,0.4691431522369385,0.31212759017944336,0.0005202293395996094,0.051091909408569336,0.026378631591796875,0.004017353057861328
898,0.76,0.592013249907985,473,576,42,23,503.0857142857143,0,1,1,0,0,0.4704132080078125,0.3127119541168213,0.0005202293395996094,0.05149102210998535,0.026497840881347656,0.004021406173706055
899,0.76,0.592013249907985,473,576,32,13,400.5,0,0,0,0,0,0.471102237701416,0.3132932186126709,0.0005209445953369141,0.05149102210998535,0.026497840881347656,0.004025459289550781
900,0.76,0.592013249907985,473,576,36,21,528.4444444444445,0,0,0,0,0,0.4718179702758789,0.31386804580688477,0.0005218982696533203,0.05149102210998535,0.026497840881347656,0.004029512405395508
901,0.76,0.592013249907985,475,578,40,21,520.3636363636364,0,1,0,0,0,0.47305798530578613,0.3144559860229492,0.0005218982696533203,0.05188131332397461,0.026605844497680664,0.004033565521240234
902,0.78,0.592013249907985,475,578,33,15,496.8333333333333,0,0,0,0,0,0.473743200302124,0.31502413749694824,0.0005218982696533203,0.05188131332397461,0.026605844497680664,0.004037618637084961
903,0.76,0.592013249907985,475,578,25,14,523.0526315789473,0,0,0,0,0,0.47440409660339355,0.315582275390625,0.0005230903625488281,0.05188131332397461,0.026605844497680664,0.0040416717529296875
904,0.76,0.592013249907985,475,578,29,11,571.0,0,0,0,0,0,0.4751579761505127,0.31616806983947754,0.0005240440368652344,0.05188131332397461,0.026673555374145508,0.004045724868774414
905,0.76,0.592013249907985,475,578,41,17,555.3333333333333,0,0,0,0,0,0.4758772850036621,0.3167569637298584,0.0005252361297607422,0.05188131332397461,0.026673555374145508,0.004049777984619141
906,0.76,0.592013249907985,476,580,35,13,543.625,0,0,1,0,0,0.4770381450653076,0.3173661231994629,0.0005261898040771484,0.052247047424316406,0.026741743087768555,0.004053831100463867
907,0.76,0.592013249907985,476,580,45,25,477.96875,0,0,0,0,0,0.477797269821167,0.3179590702056885,0.0005273818969726562,0.052247047424316406,0.026741743087768555,0.004057884216308594
908,0.76,0.592013249907985,476,580,33,13,658.2,0,0,0,0,0,0.4784982204437256,0.3185539245605469,0.0005283355712890625,0.052247047424316406,0.026741743087768555,0.00406193733215332
909,0.76,0.592013249907985,477,582,39,15,516.6842105263158,0,0,1,0,0,0.47971606254577637,0.3191568851470947,0.0005283355712890625,0.05266308784484863,0.026814699172973633,0.004065990447998047
910,0.76,0.592013249907985,479,584,43,19,612.9166666666667,0,0,1,0,0,0.480971097946167,0.31975698471069336,0.0005292892456054688,0.05305814743041992,0.02692270278930664,0.0040700435638427734
911,0.76,0.592013249907985,479,584,40,22,585.5384615384615,0,0,0,0,0,0.4820370674133301,0.32044053077697754,0.0005304813385009766,0.05305814743041992,0.027037620544433594,0.0040740966796875
912,0.74,0.592013249907985,479,584,39,16,480.44444444444446,0,0,0,0,0,0.48276615142822266,0.3210422992706299,0.0005304813385009766,0.05305814743041992,0.027037620544433594,0.0040781497955322266
913,0.74,0.592013249907985,479,584,49,16,642.75,0,0,0,0,0,0.48360705375671387,0.32166528701782227,0.0005304813385009766,0.05305814743041992,0.027117490768432617,0.004082202911376953
914,0.74,0.592013249907985,479,584,44,27,550.3939393939394,0,0,0,0,0,0.48448920249938965,0.3222813606262207,0.0005316734313964844,0.05305814743041992,0.02720046043395996,0.004086494445800781
915,0.74,0.592013249907985,480,586,24,14,688.6470588235294,0,0,1,0,0,0.4855380058288574,0.3228433132171631,0.0005316734313964844,0.0533599853515625,0.027274608612060547,0.004090547561645508
916,0.74,0.592013249907985,480,586,37,17,522.4,0,0,0,0,0,0.48626708984375,0.3234264850616455,0.0005326271057128906,0.0533599853515625,0.027274608612060547,0.004105567932128906
917,0.76,0.592013249907985,480,586,42,26,551.8888888888889,0,0,0,0,0,0.48705315589904785,0.3240485191345215,0.0005326271057128906,0.0533599853515625,0.027274608612060547,0.004109382629394531
918,0.74,0.592013249907985,480,586,36,25,532.2,0,0,0,0,0,0.48786020278930664,0.3246297836303711,0.0005335807800292969,0.0533599853515625,0.027274608612060547,0.004113435745239258
919,0.74,0.592013249907985,482,588,30,20,633.3103448275863,0,1,1,0,0,0.48915624618530273,0.32524871826171875,0.0005345344543457031,0.053777217864990234,0.027390718460083008,0.004117488861083984
920,0.74,0.592013249907985,482,588,30,13,509.25,0,0,0,0,0,0.4898653030395508,0.325847864151001,0.0005345344543457031,0.053777217864990234,0.027390718460083008,0.004121541976928711
921,0.74,0.592013249907985,482,588,41,19,637.0740740740741,0,0,0,0,0,0.49064111709594727,0.32648801803588867,0.0005354881286621094,0.053777217864990234,0.027390718460083008,0.004125356674194336
922,0.76,0.592013249907985,482,588,45,26,571.2972972972973,0,0,0,0,0,0.4914093017578125,0.3270890712738037,0.0005354881286621094,0.053777217864990234,0.027390718460083008,0.004129171371459961
923,0.76,0.592013249907985,482,588,35,16,584.909090909091,0,0,0,0,0,0.49221301078796387,0.3276829719543457,0.0005354881286621094,0.053777217864990234,0.02747201919555664,0.004132986068725586
924,0.76,0.592013249907985,483,590,40,19,504.6923076923077,0,0,1,0,0,0.4933891296386719,0.328279972076416,0.0005366802215576172,0.05409431457519531,0.02758479118347168,0.004137277603149414
925,0.76,0.592013249907985,483,590,38,20,607.1666666666667,0,0,0,0,0,0.49415016174316406,0.32889389991760254,0.0005366802215576172,0.05409431457519531,0.02758479118347168,0.004141330718994141
926,0.76,0.592013249907985,483,590,24,13,534.0714285714286,0,0,0,0,0,0.4948141574859619,0.32945895195007324,0.0005373954772949219,0.05409431457519531,0.02758479118347168,0.004144191741943359
927,0.76,0.592013249907985,485,592,16,3,717.6666666666666,0,1,1,0,0,0.49587416648864746,0.3300178050994873,0.0005383491516113281,0.05444931983947754,0.027673721313476562,0.004148006439208984
928,0.76,0.592013249907985,487,594,43,24,463.7142857142857,0,0,1,0,0,0.4971621036529541,0.3306257724761963,0.0005393028259277344,0.05485224723815918,0.027776002883911133,0.004152059555053711
929,0.74,0.592013249907985,487,594,40,19,560.1034482758621,0,0,0,0,0,0.4979071617126465,0.33123183250427246,0.0005393028259277344,0.05485224723815918,0.027776002883911133,0.0041561126708984375
930,0.74,0.592013249907985,488,596,53,31,430.76190476190476,0,0,1,0,0,0.49936819076538086,0.3320028781890869,0.0005402565002441406,0.05523419380187988,0.027875900268554688,0.0041599273681640625
931,0.74,0.592013249907985,490,598,34,14,553.9411764705883,0,1,0,0,0,0.5006492137908936,0.3326117992401123,0.0005402565002441406,0.05567121505737305,0.02798914909362793,0.0041637420654296875
932,0.74,0.592013249907985,490,598,35,16,629.9,0,0,0,0,0,0.5013942718505859,0.33322882652282715,0.0005402565002441406,0.05567121505737305,0.02798914909362793,0.0041675567626953125
933,0.74,0.592013249907985,492,600,35,19,562.6363636363636,0,1,1,0,0,0.5026271343231201,0.3338189125061035,0.0005402565002441406,0.05606698989868164,0.028090238571166992,0.0041713714599609375
934,0.74,0.592013249907985,492,600,42,25,524.1,0,0,0,0,0,0.5034201145172119,0.33444666862487793,0.0005414485931396484,0.05606698989868164,0.028090238571166992,0.00417637825012207
935,0.74,0.592013249907985,492,600,24,15,603.0,0,0,0,0,0,0.504108190536499,0.33502745628356934,0.0005424022674560547,0.05606698989868164,0.028090238571166992,0.004180192947387695
936,0.74,0.592013249907985,492,600,28,13,504.94444444444446,0,0,0,0,0,0.5048131942749023,0.3356297016143799,0.0005424022674560547,0.05606698989868164,0.028090238571166992,0.004184246063232422
937,0.74,0.592013249907985,492,600,25,9,597.7272727272727,0,0,0,0,0,0.5054831504821777,0.3362157344818115,0.0005435943603515625,0.05606698989868164,0.028090238571166992,0.0041882991790771484
938,0.74,0.592013249907985,493,602,45,20,534.0769230769231,0,0,1,0,0,0.5066251754760742,0.3368346691131592,0.0005435943603515625,0.05634498596191406,0.028182268142700195,0.004191398620605469
939,0.74,0.592013249907985,493,602,48,20,551.7083333333333,0,0,0,0,0,0.5074141025543213,0.3374755382537842,0.0005443096160888672,0.05634498596191406,0.028182268142700195,0.004195451736450195
940,0.74,0.592013249907985,493,602,41,28,411.8378378378378,0,0,0,0,0,0.5081913471221924,0.33808255195617676,0.000545501708984375,0.05634498596191406,0.028182268142700195,0.004199504852294922
941,0.72,0.592013249907985,493,602,45,26,465.1388888888889,0,0,0,0,0,0.5089919567108154,0.3387165069580078,0.0005466938018798828,0.05634498596191406,0.028182268142700195,0.0042035579681396484
942,0.74,0.592013249907985,493,602,27,11,525.8235294117646,0,0,0,0,0,0.5096750259399414,0.33930540084838867,0.0005466938018798828,0.05634498596191406,0.028182268142700195,0.004207611083984375
943,0.74,0.592013249907985,493,602,36,14,490.6666666666667,0,0,0,0,0,0.5103931427001953,0.339907169342041,0.0005478858947753906,0.05634498596191406,0.028182268142700195,0.0042116641998291016
944,0.74,0.592013249907985,495,604,39,20,582.1923076923076,0,1,1,0,0,0.5117440223693848,0.3405001163482666,0.0005488395690917969,0.05682969093322754,0.028295040130615234,0.004217624664306641
945,0.74,0.592013249907985,495,604,50,23,580.1351351351352,0,0,0,0,0,0.5125980377197266,0.34118103981018066,0.0005488395690917969,0.05682969093322754,0.028295040130615234,0.004225969314575195
946,0.74,0.592013249907985,495,604,42,21,574.28125,0,0,0,0,0,0.5134670734405518,0.3417928218841553,0.0005488395690917969,0.05682969093322754,0.0283968448638916,0.004230022430419922
947,0.74,0.592013249907985,495,606,39,16,629.52,0,0,1,0,0,0.5145232677459717,0.3424108028411865,0.0005488395690917969,0.05706167221069336,0.028467893600463867,0.004233837127685547
948,0.74,0.592013249907985,496,608,37,15,548.6818181818182,0,0,1,0,0,0.5155761241912842,0.3430008888244629,0.0005497932434082031,0.0573267936706543,0.028538942337036133,0.0042378902435302734
949,0.74,0.592013249907985,498,610,28,15,432.70000000000005,0,1,1,0,0,0.5168230533599854,0.3436098098754883,0.0005507469177246094,0.05773282051086426,0.028648853302001953,0.004242897033691406
950,0.74,0.592013249907985,499,612,38,12,611.625,0,0,1,0,0,0.5179393291473389,0.34419775009155273,0.0005517005920410156,0.05806589126586914,0.028726816177368164,0.004247188568115234
951,0.76,0.592013249907985,499,612,35,23,514.6,0,0,0,0,0,0.5186862945556641,0.34479570388793945,0.0005526542663574219,0.05806589126586914,0.028726816177368164,0.004251003265380859
952,0.76,0.592013249907985,501,614,44,24,498.25,0,1,1,0,0,0.5199911594390869,0.3454117774963379,0.0005526542663574219,0.05847477912902832,0.02883768081665039,0.004254817962646484
953,0.76,0.592013249907985,503,616,35,23,465.6875,0,1,0,0,0,0.5213141441345215,0.3460257053375244,0.0005526542663574219,0.05891013145446777,0.028952836990356445,0.004258871078491211
954,0.76,0.592013249907985,504,618,44,19,563.6666666666667,0,0,1,0,0,0.5226092338562012,0.3466658592224121,0.0005538463592529297,0.05933094024658203,0.029031753540039062,0.0042629241943359375
955,0.76,0.592013249907985,504,618,37,16,542.1428571428571,0,0,0,0,0,0.5233640670776367,0.3472907543182373,0.0005550384521484375,0.05933094024658203,0.029031753540039062,0.0042667388916015625
956,0.78,0.592013249907985,504,618,36,18,564.75,0,0,0,0,0,0.5240960121154785,0.34789276123046875,0.0005550384521484375,0.05933094024658203,0.029031753540039062,0.004269838333129883
957,0.8,0.592013249907985,504,618,51,20,671.551724137931,0,0,0,0,0,0.5248901844024658,0.3485395908355713,0.0005559921264648438,0.05933094024658203,0.029031753540039062,0.004273891448974609
958,0.8,0.592013249907985,505,620,38,18,503.09090909090907,0,0,1,0,0,0.5261261463165283,0.3491547107696533,0.0005559921264648438,0.05971097946166992,0.029132604598999023,0.004277944564819336
959,0.8,0.592013249907985,505,620,41,23,567.46875,0,0,0,0,0,0.5269861221313477,0.34976983070373535,0.0005559921264648438,0.05971097946166992,0.029210567474365234,0.004282951354980469
960,0.8,0.592013249907985,506,622,30,14,648.3888888888889,0,0,1,0,0,0.5281081199645996,0.3503758907318115,0.0005559921264648438,0.06003260612487793,0.029285430908203125,0.004287004470825195
961,0.8,0.592013249907985,508,624,55,20,662.8461538461538,0,1,1,0,0,0.529461145401001,0.35103702545166016,0.00055694580078125,0.06045079231262207,0.029396533966064453,0.004291057586669922
962,0.8,0.592013249907985,508,624,35,19,445.2380952380952,0,0,0,0,0,0.5303621292114258,0.35173606872558594,0.00055694580078125,0.06045079231262207,0.029396533966064453,0.0042951107025146484
963,0.78,0.592013249907985,508,624,57,30,497.5952380952381,0,0,0,0,0,0.5312151908874512,0.35239505767822266,0.00055694580078125,0.06045079231262207,0.029396533966064453,0.0042994022369384766
964,0.78,0.592013249907985,508,624,40,21,588.5806451612902,0,0,0,0,0,0.5319890975952148,0.3530261516571045,0.0005578994750976562,0.06045079231262207,0.029396533966064453,0.004303455352783203
965,0.78,0.592013249907985,508,624,30,11,497.1875,0,0,0,0,0,0.5327579975128174,0.3536992073059082,0.0005588531494140625,0.06045079231262207,0.029396533966064453,0.0043065547943115234
966,0.78,0.592013249907985,508,624,48,27,407.90625,0,0,0,0,0,0.5336971282958984,0.3543541431427002,0.0005598068237304688,0.06045079231262207,0.029491424560546875,0.00431060791015625
967,0.78,0.592013249907985,508,624,34,21,669.4615384615385,0,0,0,0,0,0.5345473289489746,0.3549783229827881,0.000560760498046875,0.06045079231262207,0.02956867218017578,0.0043146610260009766
968,0.78,0.592013249907985,510,626,45,23,650.2692307692307,0,1,1,0,0,0.5358750820159912,0.355621337890625,0.0005617141723632812,0.060846805572509766,0.02969074249267578,0.0043184757232666016
969,0.78,0.592013249907985,512,628,42,20,517.2962962962963,0,0,1,0,0,0.5371513366699219,0.35626840591430664,0.0005626678466796875,0.06123971939086914,0.029768943786621094,0.004323720932006836
970,0.78,0.592013249907985,513,630,49,25,605.2439024390244,0,1,1,0,0,0.5383431911468506,0.3569002151489258,0.0005636215209960938,0.06150460243225098,0.029881954193115234,0.004327535629272461
971,0.78,0.592013249907985,513,630,33,18,468.36,0,0,0,0,0,0.5392880439758301,0.3577091693878174,0.0005636215209960938,0.06150460243225098,0.029881954193115234,0.0043315887451171875
972,0.78,0.592013249907985,513,630,33,16,568.0555555555555,0,0,0,0,0,0.5400292873382568,0.35832738876342773,0.0005636215209960938,0.06150460243225098,0.029881954193115234,0.0043375492095947266
973,0.78,0.592013249907985,515,632,32,20,597.76,0,1,1,0,0,0.5413632392883301,0.3589615821838379,0.0005648136138916016,0.06193256378173828,0.029991865158081055,0.0043413639068603516
974,0.78,0.592013249907985,515,632,48,21,623.4444444444445,0,0,0,0,0,0.54227614402771,0.3596227169036865,0.0005660057067871094,0.06193256378173828,0.03007984161376953,0.0043451786041259766
975,0.78,0.592013249907985,515,632,37,18,671.8181818181818,0,0,0,0,0,0.5430562496185303,0.36026573181152344,0.0005669593811035156,0.06193256378173828,0.03007984161376953,0.004349470138549805
976,0.78,0.592013249907985,515,632,26,11,543.3846153846154,0,0,0,0,0,0.5437631607055664,0.36087894439697266,0.0005669593811035156,0.06193256378173828,0.03007984161376953,0.004353523254394531
977,0.78,0.592013249907985,515,632,46,30,526.275,0,0,0,0,0,0.5446991920471191,0.3616306781768799,0.0005681514739990234,0.06193256378173828,0.03007984161376953,0.00435638427734375
978,0.78,0.592013249907985,515,632,33,17,475.05555555555554,0,0,0,0,0,0.545438289642334,0.3622474670410156,0.0005681514739990234,0.06193256378173828,0.03007984161376953,0.004360198974609375
979,0.78,0.592013249907985,515,632,43,20,627.44,0,0,0,0,0,0.5462162494659424,0.3628854751586914,0.0005691051483154297,0.06193256378173828,0.03007984161376953,0.004363059997558594
980,0.78,0.592013249907985,515,632,33,21,529.6774193548388,0,0,0,0,0,0.5469779968261719,0.3635087013244629,0.0005691051483154297,0.06193256378173828,0.03007984161376953,0.0043659210205078125
981,0.76,0.592013249907985,515,632,43,24,500.83870967741933,0,0,0,0,0,0.5477659702301025,0.3641395568847656,0.0005702972412109375,0.06193256378173828,0.03007984161376953,0.004369020462036133
982,0.76,0.592013249907985,515,632,43,23,702.3823529411765,0,0,0,0,0,0.5485491752624512,0.36476945877075195,0.0005712509155273438,0.06193256378173828,0.03007984161376953,0.004372119903564453
983,0.76,0.592013249907985,515,632,40,20,609.0384615384615,0,0,0,0,0,0.5493433475494385,0.36542558670043945,0.0005712509155273438,0.06193256378173828,0.03007984161376953,0.00437617301940918
984,0.76,0.592013249907985,515,632,50,23,622.1891891891892,0,0,0,0,0,0.5501601696014404,0.3660855293273926,0.0005724430084228516,0.06193256378173828,0.03007984161376953,0.004380226135253906
985,0.76,0.592013249907985,515,632,37,21,501.4074074074074,0,0,0,0,0,0.5509433746337891,0.3667275905609131,0.0005733966827392578,0.06193256378173828,0.03007984161376953,0.004384040832519531
986,0.76,0.592013249907985,515,632,39,23,454.41379310344826,0,0,0,0,0,0.5517292022705078,0.36736559867858887,0.0005745887756347656,0.06193256378173828,0.03007984161376953,0.004387855529785156
987,0.78,0.592013249907985,515,632,41,23,438.2962962962963,0,0,0,0,0,0.5525112152099609,0.3679976463317871,0.0005755424499511719,0.06193256378173828,0.03007984161376953,0.004391670227050781
988,0.78,0.592013249907985,515,632,32,17,478.2105263157895,0,0,0,0,0,0.5532553195953369,0.3686213493347168,0.0005767345428466797,0.06193256378173828,0.03007984161376953,0.004395723342895508
989,0.78,0.592013249907985,515,632,35,16,562.5454545454545,0,0,0,0,0,0.5540041923522949,0.36925244331359863,0.0005774497985839844,0.06193256378173828,0.03007984161376953,0.0043985843658447266
990,0.78,0.592013249907985,517,634,48,23,626.3125,0,1,1,0,0,0.5553982257843018,0.3699154853820801,0.0005774497985839844,0.06237173080444336,0.03020310401916504,0.004401445388793945
991,0.78,0.592013249907985,518,636,59,29,476.0,0,1,1,0,0,0.5568511486053467,0.37060070037841797,0.0005784034729003906,0.06279945373535156,0.030331134796142578,0.00440526008605957
992,0.78,0.592013249907985,518,636,41,20,562.6538461538462,0,0,0,0,0,0.5576362609863281,0.37123966217041016,0.0005793571472167969,0.06279945373535156,0.030331134796142578,0.004409074783325195
993,0.8,0.592013249907985,518,636,41,24,631.5806451612902,0,0,0,0,0,0.5584371089935303,0.3718836307525635,0.0005805492401123047,0.06279945373535156,0.030331134796142578,0.004413127899169922
994,0.8,0.592013249907985,519,638,48,33,686.5625,0,0,1,0,0,0.5596342086791992,0.3725414276123047,0.0005805492401123047,0.0630183219909668,0.0304412841796875,0.0044171810150146484
995,0.8,0.592013249907985,519,638,48,26,529.5454545454545,0,0,0,0,0,0.5604701042175293,0.37320542335510254,0.0005805492401123047,0.0630183219909668,0.0304412841796875,0.0044209957122802734
996,0.8,0.592013249907985,520,640,33,17,564.3636363636364,0,1,1,0,0,0.5616471767425537,0.37383222579956055,0.0005817413330078125,0.06332826614379883,0.030547142028808594,0.004425048828125
997,0.8,0.592013249907985,520,640,28,12,542.625,0,0,0,0,0,0.562474250793457,0.374542236328125,0.0005826950073242188,0.06332826614379883,0.030547142028808594,0.0044291019439697266
998,0.8,0.592013249907985,520,640,32,16,605.090909090909,0,0,0,0,0,0.5632362365722656,0.3751795291900635,0.000583648681640625,0.06332826614379883,0.030547142028808594,0.004434347152709961
999,0.8,0.592013249907985,520,640,38,18,565.1428571428571,0,0,0,0,0,0.5640110969543457,0.375821590423584,0.0005846023559570312,0.06332826614379883,0.030547142028808594,0.0044384002685546875
1000,0.8,0.592013249907985,520,640,20,6,615.8571428571429,0,0,0,0,0,0.5647571086883545,0.3764994144439697,0.0005855560302734375,0.06332826614379883,0.030547142028808594,0.004442453384399414
1001,0.8,0.592013249907985,520,640,40,18,676.6800000000001,0,0,0,0,0,0.5655391216278076,0.3771495819091797,0.0005865097045898438,0.06332826614379883,0.030547142028808594,0.004446506500244141
1002,0.8,0.592013249907985,522,642,42,21,513.2307692307693,0,1,1,0,0,0.5668590068817139,0.3777737617492676,0.00058746337890625,0.06374025344848633,0.03067612648010254,0.004450559616088867
1003,0.8,0.5965732087227411,522,642,45,24,488.0666666666667,0,0,0,0,0,0.5677802562713623,0.37842583656311035,0.0005884170532226562,0.06374025344848633,0.030770301818847656,0.004454612731933594
1004,0.8,0.5965732087227411,524,644,34,13,613.8333333333333,0,0,1,0,0,0.5693731307983398,0.37905287742614746,0.0005896091461181641,0.06426835060119629,0.030872344970703125,0.0046765804290771484
1005,0.8,0.5965732087227411,525,646,40,14,566.6363636363636,0,0,1,0,0,0.5705599784851074,0.37970495223999023,0.0005896091461181641,0.06457829475402832,0.03096938133239746,0.004681587219238281
1006,0.8,0.5965732087227411,526,648,46,27,592.0571428571429,0,0,1,0,0,0.5718562602996826,0.38038086891174316,0.0005908012390136719,0.06491613388061523,0.03106236457824707,0.004685640335083008
