Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
1976,0.8,0.5827272727272729,832,1000,51,21,831.6363636363637,0,0,0,0,0,2.0485219955444336,1.2873015403747559,0.1626749038696289,0.2348036766052246,0.07922768592834473,0.010232210159301758
1977,0.8,0.5827272727272729,832,1000,54,34,1259.0227272727273,0,0,0,0,0,2.0498781204223633,1.2883374691009521,0.1626758575439453,0.2348036766052246,0.07932472229003906,0.010236263275146484
1978,0.82,0.5827272727272729,832,1000,37,21,1095.7916666666665,0,0,0,0,0,2.051039218902588,1.2893555164337158,0.1626758575439453,0.2348036766052246,0.07932472229003906,0.010240316390991211
1979,0.82,0.5827272727272729,831,1000,54,29,1109.0526315789475,0,0,1,0,2,2.054558277130127,1.29058837890625,0.16405558586120605,0.2354106903076172,0.07941985130310059,0.010244369506835938
1980,0.82,0.5827272727272729,831,1000,38,19,1040.4736842105262,0,0,0,0,0,2.0556910037994385,1.2915804386138916,0.16405653953552246,0.2354106903076172,0.07941985130310059,0.010248184204101562
1981,0.82,0.5827272727272729,831,1000,63,33,1280.953488372093,0,1,1,0,2,2.0592100620269775,1.2926442623138428,0.1654665470123291,0.23609280586242676,0.07955288887023926,0.010252237319946289
1982,0.82,0.5827272727272729,831,1000,39,26,1208.34375,0,0,0,0,0,2.060371160507202,1.2936363220214844,0.1654675006866455,0.23609280586242676,0.07955288887023926,0.010257482528686523
1983,0.8,0.5827272727272729,831,1000,56,32,949.9000000000001,0,0,0,0,0,2.0615861415863037,1.2946481704711914,0.16546845436096191,0.23609280586242676,0.07955288887023926,0.010261297225952148
1984,0.8,0.5827272727272729,833,1000,58,35,1081.5128205128206,0,0,1,0,0,2.065145254135132,1.2956631183624268,0.16698241233825684,0.23676681518554688,0.07967686653137207,0.010265111923217773
1985,0.8,0.5827272727272729,833,1000,56,35,1194.5714285714284,0,0,0,0,0,2.066431999206543,1.2967333793640137,0.16698336601257324,0.23676681518554688,0.07967686653137207,0.0102691650390625
1986,0.8,0.5827272727272729,833,1000,53,17,766.2857142857142,0,0,0,0,0,2.0675623416900635,1.2977242469787598,0.16698455810546875,0.23676681518554688,0.07967686653137207,0.010273218154907227
1987,0.78,0.5827272727272729,833,1000,50,25,1175.8148148148148,0,0,0,0,0,2.068798303604126,1.2987923622131348,0.16698455810546875,0.23676681518554688,0.07967686653137207,0.010277271270751953
1988,0.78,0.5827272727272729,832,1000,44,26,1128.344827586207,0,0,1,0,2,2.0723161697387695,1.2998144626617432,0.16851234436035156,0.2374436855316162,0.07977080345153809,0.010281085968017578
1989,0.78,0.5827272727272729,833,1000,64,24,1134.6296296296296,0,0,1,0,1,2.0758891105651855,1.300889492034912,0.16994929313659668,0.23815250396728516,0.07991981506347656,0.010287046432495117
1990,0.78,0.5827272727272729,833,1000,49,21,803.7727272727273,0,0,0,0,0,2.077181339263916,1.3019254207611084,0.16995024681091309,0.23815250396728516,0.08000683784484863,0.01029205322265625
1991,0.78,0.5827272727272729,834,1000,36,19,1213.6,0,1,0,0,1,2.080580234527588,1.3029773235321045,0.17134523391723633,0.2388286590576172,0.08013486862182617,0.010296821594238281
1992,0.78,0.5827272727272729,834,1000,52,30,1149.4411764705883,0,1,0,0,2,2.084059238433838,1.3039813041687012,0.17276334762573242,0.23953866958618164,0.08027291297912598,0.010300874710083008
1993,0.76,0.5827272727272729,834,1000,46,28,1134.837837837838,0,0,0,0,0,2.0852322578430176,1.3049724102020264,0.17276334762573242,0.23953866958618164,0.08027291297912598,0.010304689407348633
1994,0.76,0.5827272727272729,834,1000,47,24,1213.3600000000001,0,0,0,0,0,2.0864100456237793,1.3059864044189453,0.17276334762573242,0.23953866958618164,0.08027291297912598,0.010308504104614258
1995,0.76,0.5827272727272729,834,1000,42,14,695.1176470588234,0,0,0,0,0,2.0877492427825928,1.3071482181549072,0.17276430130004883,0.23953866958618164,0.08027291297912598,0.010312557220458984
1996,0.76,0.5827272727272729,834,1000,36,18,682.5714285714287,0,0,1,0,1,2.091144323348999,1.3081941604614258,0.17418837547302246,0.24022889137268066,0.08036065101623535,0.01031637191772461
1997,0.76,0.5827272727272729,834,1000,61,31,1114.2162162162163,0,1,1,0,2,2.0948071479797363,1.3092780113220215,0.17567038536071777,0.24096179008483887,0.08050179481506348,0.01032114028930664
1998,0.76,0.5827272727272729,835,1000,45,21,885.1739130434783,0,1,1,0,0,2.0970990657806396,1.3102951049804688,0.17635130882263184,0.24128293991088867,0.08060574531555176,0.010325193405151367
1999,0.76,0.5827272727272729,835,1000,49,21,864.037037037037,0,0,0,0,0,2.0983002185821533,1.3113389015197754,0.17635226249694824,0.24128293991088867,0.08060574531555176,0.010329246520996094
2000,0.76,0.5827272727272729,835,1000,61,28,1278.8461538461538,0,0,0,0,0,2.0997002124786377,1.312410593032837,0.17635345458984375,0.24128293991088867,0.08072972297668457,0.010333061218261719
2001,0.76,0.5827272727272729,835,1000,56,27,936.1875,0,0,0,0,0,2.101149320602417,1.313575267791748,0.17635440826416016,0.24128293991088867,0.08081746101379395,0.010337114334106445
2002,0.76,0.5827272727272729,835,1000,57,28,1256.7027027027027,0,0,0,0,0,2.1025230884552,1.3146343231201172,0.17635536193847656,0.24128293991088867,0.0809326171875,0.010341882705688477
2003,0.76,0.5827272727272729,835,1000,61,39,951.7692307692307,0,0,0,0,0,2.1037821769714355,1.315657377243042,0.17635536193847656,0.24128293991088867,0.0809326171875,0.010345697402954102
2004,0.74,0.5827272727272729,835,1000,48,25,1144.4615384615386,0,0,0,0,0,2.104954242706299,1.316662311553955,0.17635536193847656,0.24128293991088867,0.0809326171875,0.010349512100219727
2005,0.74,0.5827272727272729,835,1000,48,20,835.8571428571429,0,0,0,0,0,2.1061019897460938,1.317664384841919,0.17635631561279297,0.24128293991088867,0.0809326171875,0.010353565216064453
2006,0.74,0.5827272727272729,835,1000,65,38,887.409090909091,0,0,0,0,0,2.1073901653289795,1.3187203407287598,0.17635703086853027,0.24128293991088867,0.0809326171875,0.01035761833190918
2007,0.74,0.5660909090909096,835,1000,55,35,716.2173913043478,0,0,0,0,0,2.1087541580200195,1.3197603225708008,0.17635703086853027,0.24128293991088867,0.08103179931640625,0.010361433029174805
2008,0.74,0.5660909090909096,835,1000,52,21,952.1538461538462,0,1,1,0,2,2.1128451824188232,1.3207621574401855,0.1781141757965088,0.24196767807006836,0.08116269111633301,0.010713577270507812
2009,0.72,0.5660909090909096,835,1000,47,26,1139.4545454545455,0,0,0,0,0,2.1140573024749756,1.3217980861663818,0.1781141757965088,0.24196767807006836,0.08116269111633301,0.010717630386352539
2010,0.72,0.5660909090909096,835,1000,52,20,974.695652173913,0,0,0,0,0,2.1152281761169434,1.322817087173462,0.1781141757965088,0.24196767807006836,0.08116269111633301,0.010721683502197266
2011,0.72,0.5660909090909096,835,1000,48,22,1102.8148148148148,0,1,1,0,2,2.118710994720459,1.3238599300384521,0.17952299118041992,0.24271869659423828,0.08127760887145996,0.010725736618041992
2012,0.7,0.5660909090909096,835,1000,45,21,963.6521739130435,0,0,0,0,0,2.119868278503418,1.3248639106750488,0.17952299118041992,0.24271869659423828,0.08127760887145996,0.010729789733886719
2013,0.7,0.5660909090909096,835,1000,49,21,1186.4347826086955,0,0,0,0,0,2.121094226837158,1.3259367942810059,0.17952299118041992,0.24271869659423828,0.08127760887145996,0.010733604431152344
2014,0.7,0.5660909090909096,835,1000,57,21,820.7916666666667,0,0,0,0,0,2.122263193130493,1.3269476890563965,0.17952394485473633,0.24271869659423828,0.08127760887145996,0.010737419128417969
2015,0.7,0.5660909090909096,836,1000,44,21,905.4166666666667,0,0,1,0,1,2.126328229904175,1.3279569149017334,0.181549072265625,0.2434847354888916,0.0813608169555664,0.010741472244262695
2016,0.7,0.5660909090909096,836,1000,43,19,982.8695652173913,0,0,1,0,2,2.129808187484741,1.3290650844573975,0.18293404579162598,0.24419188499450684,0.08145761489868164,0.010749340057373047
2017,0.68,0.5660909090909096,836,1000,69,40,1095.0,0,0,0,0,0,2.1311023235321045,1.3301022052764893,0.18293523788452148,0.24419188499450684,0.08145761489868164,0.01075434684753418
2018,0.68,0.5660909090909096,837,1000,43,21,1065.88,0,1,0,0,1,2.134876251220703,1.3311052322387695,0.1843101978302002,0.24504399299621582,0.08183765411376953,0.010758161544799805
2019,0.66,0.5660909090909096,837,1000,55,30,996.5588235294117,0,0,0,0,0,2.1361191272735596,1.3321380615234375,0.1843113899230957,0.24504399299621582,0.08183765411376953,0.010763168334960938
2020,0.66,0.5660909090909096,837,1000,41,17,940.6666666666667,0,0,1,0,2,2.1395351886749268,1.3331823348999023,0.18578243255615234,0.24571704864501953,0.08192276954650879,0.01076817512512207
2021,0.66,0.5660909090909096,837,1000,44,25,803.0,0,0,0,0,0,2.1407270431518555,1.3342022895812988,0.18578243255615234,0.24571704864501953,0.08192276954650879,0.010773181915283203
2022,0.66,0.5660909090909096,838,1000,63,35,1026.404761904762,0,0,1,0,1,2.1442112922668457,1.3352444171905518,0.1871631145477295,0.2464461326599121,0.08202052116394043,0.01077723503112793
2023,0.66,0.5660909090909096,838,1000,52,28,1216.896551724138,0,0,0,0,0,2.1455631256103516,1.3362553119659424,0.187164306640625,0.2464461326599121,0.08216166496276855,0.010781049728393555
2024,0.66,0.5660909090909096,839,1000,54,28,961.4545454545455,0,1,0,0,1,2.149144172668457,1.3373382091522217,0.18860626220703125,0.2471761703491211,0.08228158950805664,0.010785818099975586
2025,0.66,0.5660909090909096,839,1000,69,33,1082.2,0,0,0,0,0,2.150466203689575,1.3384342193603516,0.18860626220703125,0.2471761703491211,0.08228158950805664,0.010789871215820312
2026,0.66,0.5660909090909096,839,1000,64,23,760.76,0,0,1,0,1,2.154175281524658,1.3395013809204102,0.19026517868041992,0.24787330627441406,0.08237457275390625,0.010793924331665039
2027,0.64,0.5660909090909096,839,1000,55,21,1063.3461538461538,0,0,0,0,0,2.155447006225586,1.3405976295471191,0.19026613235473633,0.24787330627441406,0.08237457275390625,0.010799169540405273
2028,0.64,0.5660909090909096,839,1000,54,29,848.75,0,1,0,0,2,2.1592330932617188,1.3416645526885986,0.19185709953308105,0.2486560344696045,0.08250975608825684,0.010804414749145508
2029,0.64,0.5660909090909096,839,1000,62,19,778.1363636363637,0,0,0,0,0,2.160473108291626,1.342740774154663,0.19185805320739746,0.2486560344696045,0.08250975608825684,0.010809659957885742
2030,0.66,0.5660909090909096,839,1000,47,20,891.5416666666667,0,0,0,0,0,2.161670207977295,1.3437845706939697,0.19185900688171387,0.2486560344696045,0.08250975608825684,0.01081395149230957
2031,0.66,0.5660909090909096,839,1000,70,28,1015.9428571428572,0,0,0,0,0,2.1629650592803955,1.3448774814605713,0.19185900688171387,0.2486560344696045,0.08250975608825684,0.010817766189575195
2032,0.66,0.5660909090909096,839,1000,51,25,931.037037037037,0,1,1,0,1,2.1664953231811523,1.345987319946289,0.19332003593444824,0.24929308891296387,0.08263993263244629,0.010821819305419922
2033,0.66,0.5660909090909096,839,1000,50,25,849.741935483871,0,0,0,0,0,2.1677753925323486,1.3470861911773682,0.19332098960876465,0.24929308891296387,0.08263993263244629,0.010825872421264648
2034,0.68,0.5660909090909096,839,1000,42,16,833.7222222222222,0,0,0,0,0,2.1689672470092773,1.3481459617614746,0.19332098960876465,0.24929308891296387,0.08263993263244629,0.010829925537109375
2035,0.68,0.5660909090909096,839,1000,45,30,922.6857142857143,0,0,0,0,0,2.1702053546905518,1.3491950035095215,0.19332194328308105,0.24929308891296387,0.08263993263244629,0.010833740234375
2036,0.68,0.5660909090909096,839,1000,61,26,939.4571428571428,0,0,0,0,0,2.1714701652526855,1.3502719402313232,0.19332289695739746,0.24929308891296387,0.08263993263244629,0.010837554931640625
2037,0.68,0.5660909090909096,839,1000,58,26,943.28125,0,0,0,0,0,2.1728172302246094,1.351330041885376,0.19332408905029297,0.24929308891296387,0.0827341079711914,0.010841608047485352
2038,0.7,0.5660909090909096,839,1000,52,29,1047.027027027027,0,0,0,0,0,2.174110174179077,1.3524301052093506,0.19332408905029297,0.24929308891296387,0.0827341079711914,0.010845422744750977
2039,0.7,0.5660909090909096,839,1000,43,32,1110.5,0,0,0,0,0,2.175380229949951,1.3535051345825195,0.19332408905029297,0.24929308891296387,0.0827341079711914,0.010849237442016602
2040,0.7,0.5660909090909096,839,1000,53,31,1206.3157894736842,0,0,0,0,0,2.176664113998413,1.3545889854431152,0.19332504272460938,0.24929308891296387,0.0827341079711914,0.01085352897644043
2041,0.7,0.5660909090909096,839,1000,47,29,1306.081081081081,0,1,1,0,2,2.1802523136138916,1.355654239654541,0.19482707977294922,0.24997615814208984,0.08287310600280762,0.010857582092285156
2042,0.7,0.5660909090909096,839,1000,60,33,967.948717948718,0,0,1,0,2,2.1839652061462402,1.356776237487793,0.19628500938415527,0.25073790550231934,0.0830070972442627,0.010861396789550781
2043,0.7,0.5660909090909096,839,1000,45,24,745.148148148148,0,0,0,0,0,2.1852991580963135,1.357828140258789,0.19628500938415527,0.25073790550231934,0.08310484886169434,0.010866403579711914
2044,0.68,0.5660909090909096,839,1000,62,28,917.53125,0,0,0,0,0,2.1865711212158203,1.358901023864746,0.19628596305847168,0.25073790550231934,0.08310484886169434,0.010870218276977539
2045,0.68,0.5660909090909096,840,1000,65,30,868.25,0,1,1,0,1,2.190206289291382,1.3599960803985596,0.19774913787841797,0.25146913528442383,0.08323073387145996,0.010874271392822266
2046,0.68,0.5660909090909096,840,1000,52,28,1035.125,0,0,0,0,0,2.191594362258911,1.361069917678833,0.19775009155273438,0.25146913528442383,0.08333873748779297,0.010879278182983398
2047,0.68,0.5660909090909096,840,1000,63,37,939.9574468085107,0,0,1,0,1,2.1952152252197266,1.3621416091918945,0.1992173194885254,0.2521941661834717,0.08344101905822754,0.010883331298828125
2048,0.68,0.5660909090909096,840,1000,50,22,1338.5666666666666,0,1,1,0,2,2.198841094970703,1.3632216453552246,0.20069003105163574,0.2529163360595703,0.08357071876525879,0.010888099670410156
2049,0.68,0.5660909090909096,840,1000,62,33,1224.6739130434783,0,0,1,0,1,2.202266216278076,1.3643007278442383,0.20215606689453125,0.2534444332122803,0.08367776870727539,0.01089334487915039
2050,0.68,0.5660909090909096,840,1000,55,26,1050.8666666666668,0,0,0,0,0,2.2036192417144775,1.3653655052185059,0.20215702056884766,0.2534444332122803,0.08376669883728027,0.010897397994995117
2051,0.68,0.5660909090909096,841,1000,76,33,941.6666666666667,0,1,0,0,1,2.2072551250457764,1.3664827346801758,0.2036120891571045,0.25414013862609863,0.08388781547546387,0.010901451110839844
2052,0.68,0.5660909090909096,841,1000,45,26,997.8571428571429,0,0,0,0,0,2.2086362838745117,1.3675496578216553,0.2036120891571045,0.25414013862609863,0.08401322364807129,0.010906696319580078
2053,0.68,0.5660909090909096,841,1000,47,11,908.5,0,0,0,0,0,2.2098050117492676,1.3686015605926514,0.20361328125,0.25414013862609863,0.08401322364807129,0.010910511016845703
2054,0.68,0.5660909090909096,841,1000,63,24,985.75,0,0,0,0,0,2.211198329925537,1.3696856498718262,0.2036142349243164,0.25414013862609863,0.08412909507751465,0.010915756225585938
2055,0.68,0.5660909090909096,841,1000,49,19,1190.0,0,0,1,0,1,2.2146921157836914,1.370835781097412,0.20505118370056152,0.25478696823120117,0.08422207832336426,0.010919570922851562
2056,0.68,0.5660909090909096,841,1000,61,35,1302.1666666666665,0,0,0,0,0,2.216042995452881,1.3719568252563477,0.20505118370056152,0.25478696823120117,0.08422207832336426,0.010924816131591797
2057,0.68,0.5660909090909096,841,1000,45,22,1209.3461538461538,0,0,0,0,0,2.2173831462860107,1.3730409145355225,0.20505213737487793,0.25478696823120117,0.08430790901184082,0.010928869247436523
2058,0.68,0.5660909090909096,841,1000,51,33,1067.2564102564102,0,1,1,0,2,2.2210543155670166,1.3741278648376465,0.2064990997314453,0.2555537223815918,0.08444881439208984,0.010933876037597656
2059,0.68,0.5660909090909096,842,1000,53,29,993.8611111111111,0,0,1,0,1,2.2246510982513428,1.3751776218414307,0.20794916152954102,0.2562987804412842,0.08458280563354492,0.010937690734863281
2060,0.7,0.5660909090909096,842,1000,52,22,1114.7916666666665,0,0,0,0,0,2.2259020805358887,1.376260757446289,0.20794987678527832,0.2562987804412842,0.08458280563354492,0.010941743850708008
2061,0.7,0.5660909090909096,841,1000,58,31,984.2894736842106,0,1,1,0,2,2.229526996612549,1.3773467540740967,0.20953774452209473,0.25690174102783203,0.08470797538757324,0.010945796966552734
2062,0.68,0.5660909090909096,841,1000,65,26,867.3666666666666,0,0,0,0,0,2.2308032512664795,1.378424882888794,0.20953869819641113,0.25690174102783203,0.08470797538757324,0.010949850082397461
2063,0.68,0.5660909090909096,841,1000,56,31,1087.3658536585367,0,0,0,0,0,2.2321152687072754,1.3795316219329834,0.20953965187072754,0.25690174102783203,0.08470797538757324,0.010953664779663086
2064,0.68,0.5660909090909096,841,1000,47,28,819.59375,0,1,0,0,2,2.2357752323150635,1.3805932998657227,0.21108055114746094,0.25763678550720215,0.08483314514160156,0.010957479476928711
2065,0.68,0.5660909090909096,841,1000,52,26,1101.84375,0,0,0,0,0,2.237025022506714,1.3816592693328857,0.21108150482177734,0.25763678550720215,0.08483314514160156,0.010962724685668945
2066,0.68,0.5660909090909096,841,1000,48,24,1063.7586206896551,0,0,0,0,0,2.2383952140808105,1.382836103439331,0.21108269691467285,0.25763678550720215,0.08483314514160156,0.010966777801513672
2067,0.68,0.5660909090909096,841,1000,51,29,1339.871794871795,0,0,0,0,0,2.239682197570801,1.3839311599731445,0.21108365058898926,0.25763678550720215,0.08483314514160156,0.010971546173095703
2068,0.68,0.5660909090909096,841,1000,61,35,953.3611111111111,0,1,1,0,2,2.243326187133789,1.3850212097167969,0.21261048316955566,0.2582719326019287,0.08498311042785645,0.01097559928894043
2069,0.68,0.5660909090909096,841,1000,47,24,936.72,0,0,0,0,0,2.244690179824829,1.38608717918396,0.21261143684387207,0.2582719326019287,0.08509707450866699,0.010980367660522461
2070,0.68,0.5660909090909096,841,1000,45,25,1034.516129032258,0,0,1,0,1,2.2481441497802734,1.387139081954956,0.21409845352172852,0.2589118480682373,0.08518719673156738,0.010984182357788086
2071,0.66,0.5660909090909096,841,1000,41,20,949.8399999999999,0,0,0,0,0,2.2493700981140137,1.388214111328125,0.21409845352172852,0.2589118480682373,0.08518719673156738,0.010988235473632812
2072,0.66,0.5660909090909096,841,1000,47,26,1046.7575757575758,0,0,0,0,0,2.250620126724243,1.389286994934082,0.21409845352172852,0.2589118480682373,0.08518719673156738,0.010992288589477539
2073,0.66,0.5660909090909096,841,1000,51,27,1301.3225806451615,0,0,0,0,0,2.2519071102142334,1.390390157699585,0.21409845352172852,0.2589118480682373,0.08518719673156738,0.010996103286743164
2074,0.68,0.5660909090909096,841,1000,47,19,844.3809523809523,0,0,0,0,0,2.2531402111053467,1.3914780616760254,0.21409845352172852,0.2589118480682373,0.08518719673156738,0.011000394821166992
2075,0.68,0.5660909090909096,841,1000,67,31,912.0277777777778,0,0,0,0,0,2.2545692920684814,1.392585039138794,0.21409845352172852,0.2589118480682373,0.08528327941894531,0.011004447937011719
2076,0.68,0.5660909090909096,841,1000,64,29,905.6764705882354,0,0,0,0,0,2.2558681964874268,1.393686294555664,0.21409940719604492,0.2589118480682373,0.08528327941894531,0.01100921630859375
2077,0.68,0.5660909090909096,841,1000,57,24,961.7777777777778,0,0,0,0,0,2.257194995880127,1.3947412967681885,0.21409940719604492,0.2589118480682373,0.08537125587463379,0.011013031005859375
2078,0.7,0.5660909090909096,841,1000,53,32,1367.861111111111,0,0,0,0,0,2.2584240436553955,1.39577317237854,0.21410059928894043,0.2589118480682373,0.08537125587463379,0.01101827621459961
2079,0.7,0.5660909090909096,841,1000,55,22,1144.24,0,0,0,0,0,2.259653091430664,1.3968331813812256,0.21410155296325684,0.2589118480682373,0.08537125587463379,0.011022329330444336
2080,0.7,0.5660909090909096,841,1000,41,22,966.1935483870968,0,0,1,0,1,2.262899160385132,1.3979382514953613,0.21549057960510254,0.2594118118286133,0.08546018600463867,0.011026620864868164
2081,0.7,0.5660909090909096,841,1000,52,21,1027.7142857142858,0,0,0,0,0,2.264163017272949,1.3989522457122803,0.21549057960510254,0.2594118118286133,0.0855402946472168,0.011031389236450195
2082,0.7,0.5660909090909096,841,1000,64,39,1075.0204081632653,0,0,0,0,0,2.2654740810394287,1.4000253677368164,0.21549153327941895,0.2594118118286133,0.0855402946472168,0.011035442352294922
2083,0.68,0.5660909090909096,841,1000,50,17,967.2777777777778,0,0,0,0,0,2.2666282653808594,1.4010424613952637,0.21549153327941895,0.2594118118286133,0.0855402946472168,0.011040687561035156
2084,0.68,0.5660909090909096,841,1000,61,28,1143.5625,0,0,0,0,0,2.2680020332336426,1.402125597000122,0.21549153327941895,0.2594118118286133,0.0856313705444336,0.011043787002563477
2085,0.68,0.5660909090909096,841,1000,47,22,993.0,0,0,0,0,0,2.2691891193389893,1.4031577110290527,0.21549248695373535,0.2594118118286133,0.0856313705444336,0.011047840118408203
2086,0.68,0.5660909090909096,840,1000,57,31,1488.2619047619048,0,0,1,0,2,2.2724320888519287,1.4042255878448486,0.21693086624145508,0.2598409652709961,0.08572840690612793,0.011051654815673828
2087,0.7,0.5660909090909096,840,1000,38,17,983.6842105263158,0,0,0,0,0,2.2738590240478516,1.405519723892212,0.21693181991577148,0.2598409652709961,0.08572840690612793,0.011055469512939453
2088,0.7,0.5660909090909096,840,1000,52,21,857.56,0,0,0,0,0,2.2750282287597656,1.4065346717834473,0.216933012008667,0.2598409652709961,0.08572840690612793,0.01105952262878418
2089,0.7,0.5660909090909096,840,1000,62,32,1092.3023255813955,0,0,0,0,0,2.2764270305633545,1.407590627670288,0.2169339656829834,0.2598409652709961,0.08584928512573242,0.011063814163208008
2090,0.7,0.5660909090909096,840,1000,62,33,1277.0243902439024,0,0,0,0,0,2.277708053588867,1.4086604118347168,0.2169339656829834,0.2598409652709961,0.08584928512573242,0.011068105697631836
2091,0.7,0.5660909090909096,840,1000,53,33,1208.0243902439024,0,0,0,0,0,2.278977155685425,1.4097144603729248,0.2169339656829834,0.2598409652709961,0.08584928512573242,0.01107335090637207
2092,0.7,0.5660909090909096,839,1000,46,26,1057.6666666666667,0,0,1,0,2,2.2823500633239746,1.4107306003570557,0.2184162139892578,0.2604362964630127,0.08594441413879395,0.011077404022216797
2093,0.7,0.5660909090909096,839,1000,39,27,1189.060606060606,0,0,1,0,1,2.285628318786621,1.4118237495422363,0.21979117393493652,0.26096630096435547,0.08603835105895996,0.011081457138061523
2094,0.72,0.5660909090909096,839,1000,56,29,1338.9117647058824,0,0,0,0,0,2.286856174468994,1.4128589630126953,0.21979212760925293,0.26096630096435547,0.08603835105895996,0.011086225509643555
2095,0.72,0.5660909090909096,839,1000,58,31,1051.5675675675675,0,0,1,0,0,2.2901611328125,1.4140141010284424,0.22121214866638184,0.2613692283630371,0.08614063262939453,0.01109004020690918
2096,0.74,0.5660909090909096,839,1000,40,20,867.1500000000001,0,0,0,0,0,2.2913620471954346,1.4150660037994385,0.22121214866638184,0.2613692283630371,0.08614063262939453,0.011094808578491211
2097,0.74,0.5660909090909096,839,1000,64,34,906.1190476190477,0,0,0,0,0,2.2926862239837646,1.4161579608917236,0.22121214866638184,0.2613692283630371,0.08614063262939453,0.011098861694335938
2098,0.74,0.5660909090909096,838,1000,55,28,1042.0625,0,0,1,0,2,2.2960362434387207,1.4172050952911377,0.2227153778076172,0.2618694305419922,0.0862417221069336,0.011102914810180664
2099,0.74,0.5660909090909096,840,1000,73,36,927.4042553191489,0,1,1,0,0,2.299574136734009,1.418262243270874,0.22409939765930176,0.26257824897766113,0.08637666702270508,0.011107921600341797
2100,0.74,0.5660909090909096,840,1000,56,29,1350.7941176470588,0,0,0,0,0,2.300840139389038,1.419323205947876,0.22410035133361816,0.26257824897766113,0.08637666702270508,0.011111974716186523
2101,0.74,0.5660909090909096,840,1000,35,14,908.3333333333333,0,1,1,0,2,2.3042941093444824,1.4203283786773682,0.2255704402923584,0.26331615447998047,0.08649468421936035,0.011116981506347656
2102,0.74,0.5660909090909096,839,1000,73,38,770.159090909091,0,0,1,0,2,2.307828187942505,1.4213745594024658,0.22704553604125977,0.26395416259765625,0.08660387992858887,0.011120796203613281
2103,0.74,0.5660909090909096,839,1000,49,26,979.5517241379309,0,0,0,0,0,2.3090322017669678,1.4224014282226562,0.22704553604125977,0.26395416259765625,0.08660387992858887,0.011125802993774414
2104,0.74,0.5660909090909096,840,1000,58,25,854.2758620689656,0,0,1,0,0,2.3125360012054443,1.4234511852264404,0.22868585586547852,0.26448822021484375,0.08669400215148926,0.01112985610961914
2105,0.74,0.5660909090909096,839,1000,46,15,944.5555555555557,1,0,1,0,2,2.315593957901001,1.424490213394165,0.23012304306030273,0.2648472785949707,0.0867769718170166,0.011134862899780273
2106,0.74,0.5660909090909096,839,1000,22,10,1047.5,0,0,1,0,1,2.3188490867614746,1.4255363941192627,0.2315230369567871,0.2654855251312256,0.08685040473937988,0.011138916015625
2107,0.74,0.5660909090909096,839,1000,34,24,1289.9310344827586,0,1,0,0,2,2.322356939315796,1.4265494346618652,0.2329719066619873,0.2662367820739746,0.08697748184204102,0.011144161224365234
2108,0.74,0.5660909090909096,839,1000,36,23,1028.1739130434783,0,0,0,0,0,2.323613166809082,1.4275562763214111,0.2329730987548828,0.2662367820739746,0.08706259727478027,0.011148214340209961
2109,0.74,0.5660909090909096,839,1000,36,25,833.4615384615386,0,1,0,0,2,2.3270392417907715,1.42861008644104,0.23438525199890137,0.2668905258178711,0.08719754219055176,0.011152029037475586
2110,0.76,0.5660909090909096,839,1000,49,30,962.9354838709678,0,0,0,0,0,2.328266143798828,1.4296457767486572,0.23438620567321777,0.2668905258178711,0.08719754219055176,0.01115727424621582
2111,0.76,0.5660909090909096,838,1000,65,27,1062.4242424242425,0,0,1,0,2,2.3317911624908447,1.4307138919830322,0.235809326171875,0.2676076889038086,0.0873103141784668,0.011161327362060547
2112,0.76,0.5660909090909096,839,1000,51,19,731.4000000000001,0,0,1,0,1,2.3351571559906006,1.4317288398742676,0.23722243309020996,0.26828575134277344,0.08741140365600586,0.011165380477905273
2113,0.76,0.5660909090909096,839,1000,45,30,1275.888888888889,0,0,0,0,0,2.3364920616149902,1.4327387809753418,0.23722362518310547,0.26828575134277344,0.08753633499145508,0.01116943359375
2114,0.76,0.5660909090909096,838,1000,53,19,1321.3478260869565,0,0,1,0,2,2.339592218399048,1.433790922164917,0.2386183738708496,0.26868391036987305,0.08762335777282715,0.011173725128173828
2115,0.76,0.5660909090909096,838,1000,43,21,1025.375,0,0,0,0,0,2.341097354888916,1.4351186752319336,0.23861956596374512,0.26868391036987305,0.08762335777282715,0.011178731918334961
2116,0.78,0.5660909090909096,838,1000,33,15,786.2222222222222,0,0,0,0,0,2.3422791957855225,1.4361729621887207,0.23862075805664062,0.26868391036987305,0.08762335777282715,0.011183500289916992
2117,0.78,0.5660909090909096,838,1000,48,29,1376.2439024390244,0,0,0,0,0,2.3435251712799072,1.4372320175170898,0.23862147331237793,0.26868391036987305,0.08762335777282715,0.011188507080078125
2118,0.78,0.5660909090909096,838,1000,47,28,1294.1891891891892,0,0,0,0,0,2.344741106033325,1.4382669925689697,0.23862242698669434,0.26868391036987305,0.08762335777282715,0.011192560195922852
